aX,aY,aZ,gX,gY,gZ
-1.8655,-2.0018,-1.3431,233.2764,-632.8125,-300.4150
-2.1383,-2.4620,-1.1040,144.7754,-743.5302,-273.1934
-2.4865,-2.6707,-0.0465,126.2207,-802.7343,-226.7456
-2.3402,-2.3936,0.9264,99.3652,-853.9428,-148.1323
-2.1605,-2.3850,1.1943,80.0171,-839.3554,-123.7793
-1.8242,-2.9927,1.3922,-26.9165,-752.7465,-61.6455
-1.7596,-3.1276,1.4243,-133.4839,-654.7241,133.1177
-1.8843,-2.3130,1.3440,-145.6909,-613.6475,252.1362
-1.9934,-1.7311,1.3378,-126.4648,-561.5234,397.7050
-1.9622,-0.9761,1.6385,-110.2295,-536.6821,419.4946
-1.8568,-0.6720,1.8719,-76.6602,-463.7451,418.0298
-1.4786,0.3163,2.3718,-61.6455,-422.8515,399.9023
-1.2108,0.6831,2.5763,-99.6094,-316.1621,291.8091
-0.7107,0.7406,2.6536,-150.6348,-253.6621,226.8677
-0.5762,0.6910,2.6027,-202.8198,-133.1787,144.3481
-0.5320,0.7501,2.3040,-165.5884,-76.6602,116.2720
-0.5280,0.7458,2.0513,-102.4170,12.8174,40.2222
-0.4563,0.4929,1.5939,-108.3374,39.1846,-0.7324
-0.4060,0.3977,1.4642,-107.2388,68.9087,-49.9268
-0.3347,0.5298,1.3059,-90.9424,84.1064,-64.6973
-0.3534,0.6813,1.2017,-65.5518,117.1265,-108.2153
-0.5045,1.0446,0.9497,-70.6787,124.4507,-143.9209
-0.6488,1.0092,1.0251,-115.8447,107.1777,-246.2768
-0.6969,0.8792,1.2236,-132.5073,91.8579,-297.1802
-0.7688,0.5708,1.6899,-110.5957,76.9043,-384.6435
-0.8104,0.3560,1.9363,-69.0308,109.9243,-446.3501
-0.8317,-0.0664,2.3584,-37.7197,149.3530,-457.0312
-0.8531,-0.2200,2.5123,62.2559,248.2300,-447.1435
-1.1364,-0.4564,2.6094,120.1172,309.5703,-439.0869
-1.3750,-0.6421,2.4197,188.2324,450.1342,-438.7817
-1.7861,-1.3292,1.6627,206.9092,511.4746,-440.9179
-1.8810,-1.6906,1.2391,248.1689,596.7407,-401.4892
-1.6174,-2.3040,0.5454,259.0942,618.4692,-358.8257
-1.4174,-2.5045,0.3461,211.4868,614.7461,-232.4219
-1.4955,-2.6581,0.2321,159.3628,601.9897,-159.9121
-1.5474,-2.5872,0.0905,172.5464,588.8062,-4.8218
-1.1796,-2.0684,-0.5442,225.2807,574.0967,71.2891
-1.0023,-1.7535,-0.7084,221.1304,502.4414,179.7485
-0.9575,-1.2206,-0.6534,189.6362,468.5669,210.8154
-0.9344,-1.0574,-0.6722,135.7422,429.5654,238.4033
-0.7943,-0.9825,-0.6991,133.4839,411.8042,243.0420
-0.7794,-0.9780,-0.7059,114.3188,382.6904,265.6250
-0.8431,-0.7499,-0.9127,73.9746,375.0610,283.5693
-0.8181,-0.6112,-1.1256,0.9766,346.7407,303.1006
-0.6499,-0.4899,-1.3889,-15.8081,315.3076,302.1851
-0.5659,-0.4128,-1.3512,-20.2637,244.5679,299.9878
-0.5260,-0.1627,-1.1066,-22.0337,219.6045,296.5698
-0.4207,0.0521,-1.1456,-20.9961,199.8901,288.2080
-0.3503,0.1617,-1.2340,-9.5215,173.8891,269.6533
-0.2220,0.3322,-1.1711,11.2305,148.5596,254.8218
-0.1635,0.4661,-1.0675,42.2363,102.9053,229.4311
-0.0833,0.8167,-0.9198,43.6401,90.1489,212.8296
-0.0304,0.8888,-0.9666,49.8047,81.5430,160.8887
0.0660,0.7162,-1.2242,37.0483,73.2422,138.2446
0.0775,0.6826,-1.2810,-22.2778,34.1797,126.6479
0.0696,0.9131,-1.2050,-45.2270,11.4136,120.6055
0.0525,0.9899,-1.1464,-48.7061,-22.9492,75.1953
-0.0126,0.9480,-1.0707,-41.8701,-34.8511,43.7012
-0.0756,0.8873,-1.0741,0.1831,-53.8940,-23.0103
-0.2849,0.5937,-1.2129,40.2832,-63.8428,-56.4575
-0.4001,0.3663,-1.3588,117.8589,-92.5903,-107.8491
-0.6028,-0.1423,-1.7960,144.0430,-115.6006,-118.7744
-0.6931,-0.2374,-2.0399,157.4097,-197.9980,-106.4453
-0.9111,0.0444,-2.2899,160.8276,-262.8784,-98.7549
-1.1022,0.3098,-2.2601,212.0361,-421.9360,-130.5542
-1.6050,0.5796,-2.2096,203.3081,-499.2065,-177.6123
-1.9349,0.5089,-2.1941,184.7534,-660.5834,-307.0679
-2.8909,0.0148,-1.8173,219.1772,-743.4081,-379.8828
-3.4998,-0.4417,-1.5197,232.2998,-886.2914,-528.2593
-3.9999,-2.0219,-0.5770,191.8335,-958.3129,-593.6890
-3.9999,-3.9379,0.7538,95.0317,-1113.5864,-650.0854
-3.9841,-3.9999,1.4932,-97.7783,-1224.0601,-424.5605
-3.9971,-3.9606,2.8219,-258.3618,-1186.2183,-151.3062
