aX,aY,aZ,gX,gY,gZ
-1.6544,-0.1990,2.2168,9.4604,427.6123,41.6870
-1.8059,0.2974,1.0795,98.6938,580.2002,103.8208
-1.2677,1.9574,-2.6378,125.4272,539.9170,90.4541
-0.7656,1.6339,-2.3981,38.5132,148.3154,-82.5195
-0.2809,-0.5322,0.1864,-35.8276,49.1943,-127.0752
-0.3344,-0.7742,0.0973,-31.6772,57.8003,-57.1289
-0.4399,-0.2665,-0.3378,18.8599,17.7612,-19.1650
-0.4220,-0.1033,-0.1055,50.8423,-80.5054,13.0005
-0.3683,0.3147,0.5112,34.3018,-101.1352,23.4375
-0.4508,0.3353,0.5349,27.2827,-109.1919,7.4463
-0.4967,0.1716,0.5931,38.8794,-120.9717,-6.8359
-0.4999,0.1959,1.1080,55.7251,-146.6064,-6.2866
-0.4938,0.2699,1.2205,57.3730,-135.6201,-5.1270
-0.5249,0.2275,0.9581,50.0488,-88.0737,-17.3950
-0.5378,0.2002,0.8684,42.5415,-78.3691,-21.8506
-0.5398,0.1270,0.9093,29.2358,-78.4912,-26.5503
-0.5490,0.0758,0.8567,22.5830,-70.3125,-26.1230
-0.5984,0.0311,0.6503,21.8506,-71.7163,-22.8882
-0.6178,-0.0024,0.6412,11.2305,-88.3789,-15.2588
-0.6488,-0.0118,0.6267,6.4087,-94.4214,-9.3994
-0.6702,0.0110,0.5792,2.2583,-107.6050,2.0752
-0.6971,0.0775,0.5577,-1.4038,-117.2485,6.1035
-0.7025,0.1560,0.5411,-9.0942,-133.1787,11.3525
-0.7512,0.1943,0.6881,-6.0425,-145.4468,5.6763
-0.7670,-0.0344,0.9387,-21.4233,-141.1133,-2.3804
-0.8022,0.0560,0.7311,-18.4326,-119.9951,11.7187
-0.8156,0.1366,0.6500,-15.8691,-115.2954,17.2729
-0.8022,0.1421,0.7172,-20.0806,-116.5161,14.9536
-0.8076,0.1813,0.7181,-28.5645,-107.0557,12.3291
-0.8284,0.2074,0.6644,-30.3955,-102.1118,7.3853
