aX,aY,aZ,gX,gY,gZ
-0.8463,-1.1211,2.1262,26.0620,-57.8613,-41.8701
-0.9523,-1.0348,1.7821,19.2871,-2.9907,-38.3301
-1.0670,-1.0381,1.6221,-0.0610,66.4063,-36.6821
-1.1106,-1.0406,1.6014,0.3052,93.8110,-35.0342
-1.1737,-1.0837,1.6039,25.5737,148.3765,-32.0435
-1.2141,-1.1379,1.5795,56.7017,205.6274,-25.8789
-1.2981,-1.2338,1.5587,70.8008,231.3232,-18.1885
-1.3535,-1.3059,1.6650,78.8574,283.9966,-5.2490
-1.5166,-1.5511,1.8909,72.0215,322.5097,1.2817
-1.6010,-1.7708,1.8789,43.2129,418.3349,25.8179
-1.7559,-2.3555,1.5028,28.1372,459.4726,48.5840
-1.8737,-2.5613,1.2063,6.0425,520.0195,137.3291
-2.1836,-2.2373,0.4340,10.9253,540.9546,207.3974
-2.2434,-1.7700,0.0775,35.1563,539.0625,306.2134
-1.9756,-1.4048,-0.5851,0.1221,524.9634,315.6128
-1.7782,-1.5909,-0.7787,-99.7314,478.8208,314.5142
-1.5104,-1.6888,-1.2065,-118.6523,455.8105,333.3130
-1.3822,-1.2577,-1.3984,-103.8208,382.0800,386.8408
-0.9496,-0.3180,-1.5507,-109.2529,333.4350,386.9018
-0.6863,-0.0929,-1.5070,-112.9150,230.3467,322.8149
-0.2513,-0.0586,-1.0745,-93.0786,185.2417,277.8320
-0.0831,-0.1743,-0.8396,-91.9800,133.7891,203.0029
0.1351,-0.4486,-0.5824,-117.7368,121.9482,182.2510
0.2073,-0.5067,-0.5228,-134.4604,109.7412,168.3349
0.3352,-0.3878,-0.5277,-120.0561,105.7739,168.3960
0.4442,0.0814,-0.5577,-98.7549,83.3130,166.9922
0.5082,0.2522,-0.4868,-100.6470,66.9556,154.7241
0.6351,0.3292,-0.2284,-113.2812,44.2505,110.9619
0.6884,0.2500,-0.0718,-118.1641,39.9780,88.5620
0.7473,0.0924,-0.0408,-99.1211,52.1851,62.3779
0.7616,0.0747,-0.0797,-86.2427,56.9458,57.0068
0.8197,0.1234,-0.2142,-61.5234,58.1665,49.8657
0.8516,0.1562,-0.2574,-33.5083,52.7954,46.5698
0.8890,0.1683,-0.1704,14.2212,30.3345,34.7290
0.9030,0.1580,-0.0948,29.7241,14.0381,17.3950
0.9238,0.0865,0.0179,32.1655,10.2539,8.0566
0.9325,0.0172,0.0295,46.7529,8.3008,-3.4790
0.9360,-0.0543,-0.0168,61.4624,6.8970,-3.0518
0.9299,-0.0203,-0.0337,79.4678,-1.7700,0.0000
0.9268,0.0104,0.0508,80.3223,-7.9346,-3.7231
0.9332,-0.0613,0.1058,79.1016,-11.5967,-15.9302
0.9366,-0.1855,0.0839,86.6089,-9.0942,-16.8457
0.9264,-0.1742,0.0369,116.7602,-9.2163,-12.2070
0.9133,-0.1287,-0.0154,130.6152,-11.9629,-11.0474
0.9136,-0.1019,-0.0205,94.3603,-20.0806,-17.8223
0.9225,-0.2000,0.0535,59.8144,-23.3765,-24.4141
0.9265,-0.2678,0.0847,32.8979,-25.6348,-25.0244
0.9315,-0.2646,0.1176,41.4429,-26.3062,-20.1416
0.9292,-0.2521,0.1460,73.0591,-29.9072,-16.8457
0.9474,-0.2974,0.2032,98.7549,-30.3345,-15.6250
0.9669,-0.2793,0.2203,111.2671,-26.8555,-12.3291
0.9838,-0.2556,0.2438,80.2002,-23.0713,-14.3433
0.9854,-0.2865,0.2357,17.8833,-15.4419,-17.4561
0.9821,-0.3101,0.2130,5.1880,-13.3057,-15.5640
0.9796,-0.2830,0.2075,-0.9766,-9.8267,-11.9019
0.9830,-0.2488,0.1843,-3.6011,-7.5684,-12.1460
0.9882,-0.2513,0.1749,-11.7798,-4.8828,-14.5264
0.9896,-0.2834,0.2119,-16.9067,-4.5776,-15.9302
0.9877,-0.3241,0.1893,-28.6255,-0.6714,-17.5781
0.9872,-0.3311,0.1669,-31.5552,0.7935,-17.2119
0.9845,-0.3326,0.1577,-34.4238,0.4272,-15.5029
0.9824,-0.3265,0.1565,-35.6445,0.1831,-13.7939
0.9762,-0.3036,0.1598,-37.0483,-0.7935,-13.6108
0.9722,-0.3162,0.1610,-46.5088,-3.2349,-14.2822
0.9640,-0.3436,0.1396,-49.9878,-4.4556,-13.1226
0.9554,-0.3317,0.1357,-41.0156,-8.3008,-8.6060
0.9396,-0.2832,0.1434,-33.8745,-9.8877,-7.7515
0.9376,-0.2822,0.1497,-25.0854,-12.0850,-10.8643
0.9290,-0.3148,0.1564,-20.6909,-12.3901,-12.2681
0.9202,-0.3152,0.1412,-8.9722,-12.2681,-12.4512
0.9055,-0.2794,0.0752,-2.3804,-12.9395,-12.3901
0.8997,-0.2493,0.0425,7.0190,-19.8975,-15.5640
0.8877,-0.2462,0.1124,6.7139,-25.5737,-19.7754
0.8860,-0.2831,0.1635,-0.7935,-28.4424,-28.6255
0.8854,-0.3542,0.1338,-0.1831,-26.9775,-30.5176
0.8878,-0.3531,0.1116,13.6108,-30.6396,-29.9072
0.8971,-0.3422,0.1530,14.7095,-35.3394,-30.5786
0.9055,-0.3785,0.2401,2.0142,-43.3960,-34.5459
0.9276,-0.4924,0.4218,-2.3193,-41.3818,-34.7900
0.9414,-0.5236,0.4109,6.3477,-27.9541,-26.5503
0.9391,-0.4923,0.4004,12.6953,-23.7427,-20.6909
0.9347,-0.4484,0.4274,9.6436,-19.8975,-15.0757
0.9385,-0.4557,0.4304,2.5024,-17.0898,-14.7705
0.9407,-0.4822,0.3894,-9.6436,-10.4370,-12.7563
0.9340,-0.4771,0.3682,-10.4980,-6.7749,-6.9580
0.9180,-0.4270,0.3402,-8.7891,-5.6152,-4.4556
0.9120,-0.3967,0.3223,-10.6201,-4.0283,-2.9907
0.9049,-0.3658,0.3099,-12.8174,-4.5166,-4.3335
0.9014,-0.3743,0.3101,-13.1836,-4.9438,-8.1177
0.8932,-0.4091,0.2816,-13.0005,-4.8218,-9.4604
0.8904,-0.4283,0.2803,-10.0708,-6.3477,-9.2163
0.8835,-0.4211,0.2944,-8.5449,-6.8970,-8.1787
0.8806,-0.4069,0.3098,-9.8877,-8.0566,-8.3618
0.8824,-0.4307,0.3497,-12.2070,-7.2021,-9.6436
0.8857,-0.4556,0.3293,-10.5591,-3.1738,-9.4604
0.8838,-0.4513,0.2985,-5.8594,-3.6011,-7.4463
0.8783,-0.4360,0.3313,-0.9766,-5.9814,-5.2490
0.8772,-0.4413,0.3384,-1.4038,-4.2114,-5.2490
0.8789,-0.4417,0.3044,-1.7700,-2.6855,-4.3945
0.8785,-0.4437,0.3284,-1.7090,-4.0283,-3.9062
