aX,aY,aZ,gX,gY,gZ
-1.2086,0.1709,-2.8773,189.3921,-242.4316,-85.6323
-1.4648,-0.4534,-2.3433,172.4243,-437.0727,-109.6802
-1.6587,-0.3987,-1.3516,133.7280,-570.6787,-86.1816
-1.2610,-0.4707,2.0043,119.8730,-539.9170,-92.8345
-0.5725,-0.9747,2.1445,30.4565,-202.4536,-92.1631
0.0210,-1.1288,1.0350,-8.9722,-86.9141,-46.7529
-0.1072,-0.7045,0.9746,-56.7627,31.0669,28.8696
-0.3539,-0.2772,0.0916,-75.7446,90.0268,38.2080
-0.4244,-0.1111,-0.3729,-83.8623,139.0991,42.9687
-0.5009,0.1262,-0.8374,-74.7070,142.8223,38.0859
-0.4911,0.1190,-0.9839,-44.4336,140.1367,20.8740
-0.4501,0.0472,-1.2491,-26.4282,127.9907,15.0146
-0.4399,0.0359,-1.2653,-9.7656,87.9517,8.0566
-0.4366,0.0320,-1.1292,-12.4512,70.9839,4.8218
-0.4290,0.0203,-1.0779,-22.2168,53.8330,-3.1738
-0.4186,-0.0559,-0.9950,-25.5737,48.5229,-6.8970
-0.4122,-0.1160,-0.9301,-28.6865,44.6167,-10.8643
-0.4025,-0.2305,-0.8243,-30.6396,45.7764,-10.6201
-0.4169,-0.2490,-0.7515,-34.4238,54.9316,-8.0566
-0.4540,-0.2786,-0.7268,-34.8511,63.7817,-7.5684
-0.5031,-0.2535,-0.7566,-30.3955,78.0029,-6.0425
-0.5228,-0.2196,-0.7307,-19.6533,86.2427,-7.2632
-0.5336,-0.1833,-0.6559,-16.5405,89.7217,-9.3994
-0.5422,-0.1991,-0.6301,-9.7046,97.8393,-12.7563
-0.5889,-0.2168,-0.6494,-5.7983,101.3794,-11.7187
-0.6254,-0.1744,-0.6193,-8.2397,104.6143,-8.7280
-0.6627,-0.1218,-0.5990,-13.1836,107.8491,-10.4980
-0.6661,-0.1414,-0.5902,-26.0010,111.7554,-14.7705
-0.7025,-0.1738,-0.5756,-31.1279,113.9526,-15.0146
-0.7384,-0.1456,-0.6294,-20.6299,119.9951,-15.7471
-0.7996,-0.1050,-0.7546,-9.3384,120.1782,-18.7988
-0.8018,-0.1376,-0.7567,3.3569,109.4360,-25.5737
-0.7800,-0.2778,-0.6260,6.9580,103.8818,-25.8179
-0.7841,-0.3381,-0.4353,10.6201,101.0132,-15.5640
