aX,aY,aZ,gX,gY,gZ
-0.3865,-1.4103,3.0507,-8.4839,-296.5698,70.5566
-0.1869,-1.3448,1.8616,10.4370,70.1904,110.7178
0.0214,-0.6805,0.3733,34.7900,88.8672,129.7607
0.0271,-0.4602,0.7725,22.5220,29.3579,94.7266
0.0527,-0.6045,1.0952,-10.3760,61.2793,59.9365
0.0944,-0.7181,0.7332,-41.8091,146.8506,22.7051
0.1930,-0.8170,0.1259,-39.9170,157.9590,17.2729
0.2255,-0.7427,0.0330,-35.6445,144.1040,13.4277
0.2378,-0.4547,0.0284,-33.9966,138.0615,5.7373
0.2250,-0.4050,0.0118,-35.8887,138.8550,-29.7852
0.2042,-0.5437,-0.2352,-41.2598,140.7471,-49.8657
0.2054,-0.6978,-0.4463,-43.5181,117.6758,-83.2519
0.2281,-1.1671,-0.6354,-35.5225,84.7168,-92.5903
0.2194,-1.3545,-0.4429,-0.6104,8.5449,-72.8149
0.1754,-1.2991,0.1046,14.2822,-6.6528,-48.1567
0.1729,-1.1191,0.1758,18.5547,9.0332,-17.2119
0.1959,-0.8595,0.0074,6.1035,16.7847,-19.6533
0.2051,-0.8146,-0.0691,-20.6299,13.3667,-40.4053
0.2247,-0.7893,-0.2638,-28.1372,8.5449,-52.3071
0.2395,-0.8522,-0.4338,-35.0342,-8.8501,-77.8809
0.2782,-1.1284,-0.8204,-31.4331,-27.6489,-86.5478
0.2639,-1.3229,-0.9172,-13.7939,-91.4917,-83.9233
0.2290,-1.3401,-0.8756,-8.4229,-126.4038,-75.6836
0.1412,-1.1636,-0.9390,-27.4048,-178.4668,-58.8989
0.0814,-1.0398,-1.0302,-76.6602,-232.2388,-62.0117
-0.1061,-0.9630,-1.0635,-103.0273,-268.5547,-71.5332
-0.2297,-1.0593,-0.9468,-141.2964,-345.6421,-90.7593
-0.5088,-1.5979,0.0079,-146.0571,-380.9204,-94.7876
-0.5729,-2.0100,0.7588,-154.7852,-372.3755,-71.1670
-0.5303,-2.6262,1.3704,-161.8042,-304.7485,-31.0669
-0.5258,-2.6049,1.0544,-131.9580,-164.1846,99.2432
-0.6003,-1.9220,0.4359,-107.1777,-145.3857,158.7524
-0.6427,-1.6049,0.5043,-112.6099,-161.8042,202.1484
-0.6482,-1.3885,0.9387,-131.2866,-157.1655,200.3174
-0.6151,-1.3571,1.0565,-156.4941,-108.3984,199.3408
-0.5314,-1.3507,1.0084,-159.4849,-78.7964,202.6977
-0.5221,-1.3500,0.9430,-161.6211,-35.2783,215.6982
-0.5448,-1.2922,0.8844,-163.5132,-21.2402,221.7407
-0.5667,-1.3014,0.9645,-156.0669,1.7090,228.5156
-0.6272,-1.3530,1.1036,-158.2642,20.0806,234.8022
-0.6865,-1.1731,1.0215,-169.6167,68.1763,257.8125
-0.7035,-0.9921,0.9119,-163.8183,93.1396,270.0195
-0.6663,-0.5154,0.8351,-122.5586,125.1831,285.7666
-0.6172,-0.3088,0.8497,-104.8584,134.7046,282.4097
-0.5074,-0.0251,0.8773,-99.6704,153.0762,251.5869
-0.4598,0.0881,0.9460,-103.0273,161.2549,229.4311
-0.3660,0.2881,0.8973,-115.7226,191.0400,178.4057
-0.3053,0.3400,0.7289,-124.0845,209.4726,148.6206
-0.1980,0.3314,0.5707,-130.2490,218.3227,88.0127
-0.1580,0.2946,0.5283,-127.5024,217.4682,62.9883
-0.1106,0.2996,0.5391,-111.2060,214.2944,30.7007
-0.0950,0.3696,0.5503,-103.2104,214.2944,19.1650
-0.0416,0.5127,0.3959,-101.2573,224.4873,-11.7187
-0.0032,0.5529,0.2699,-108.5815,228.0273,-54.5044
0.0676,0.5652,-0.0057,-111.3892,223.7549,-77.5146
0.0995,0.5713,-0.0796,-99.9145,202.9419,-121.9482
0.1381,0.5776,-0.1285,-90.7593,191.5893,-144.6533
0.1362,0.5576,-0.1019,-75.5615,172.0581,-190.2466
0.0992,0.4846,-0.1218,-69.3359,166.0766,-211.7309
0.0665,0.4371,-0.1534,-54.1382,151.0010,-250.4272
-0.0349,0.4104,-0.1183,-46.6309,143.7988,-268.3105
-0.1023,0.4299,-0.1517,-35.4614,139.0381,-309.9976
-0.2886,0.4736,-0.3339,-30.2734,137.2681,-337.3413
-0.4153,0.4028,-0.5157,-32.6538,134.5825,-409.1186
-0.6366,-0.1410,-1.2018,-40.1001,127.6855,-446.8994
-0.6877,-0.6123,-1.5756,-56.7627,70.3735,-494.9951
-0.7180,-1.5359,-1.9141,-60.6689,19.6533,-493.5302
-0.7562,-1.7848,-1.8485,-45.4102,-84.2285,-436.8286
-0.8840,-1.7310,-1.6901,-31.9214,-119.9951,-398.3764
-0.9602,-1.6287,-1.7079,-48.5229,-175.2319,-356.8115
-1.1777,-1.6864,-1.5771,-74.6460,-209.0454,-351.0132
-1.2961,-1.7632,-1.3489,-97.7783,-276.4893,-335.9375
-1.4219,-2.0321,-0.8658,-93.1396,-295.5322,-324.9511
-1.4464,-2.4218,-0.6743,-103.8208,-315.6128,-286.4990
-1.4609,-2.5337,-0.5463,-122.0093,-344.6045,-207.5195
-1.5229,-2.4572,-0.1948,-118.0420,-354.9804,-158.0200
-1.5718,-2.4104,0.1354,-96.4966,-348.4497,-69.4580
-1.5746,-2.3594,0.4641,-99.7314,-316.0400,-31.9214
-1.5518,-2.3210,0.3201,-135.8032,-246.4599,35.7666
-1.5302,-2.2295,-0.0433,-154.6021,-232.5439,68.0542
-1.5391,-2.1685,-0.1676,-159.2407,-237.1216,137.5732
-1.5742,-1.9399,0.0449,-140.0757,-250.1221,173.7671
-1.5699,-1.8480,0.4100,-98.6938,-251.1597,231.1401
-1.4753,-1.7257,0.6669,-104.8584,-225.4639,251.8921
-1.4292,-1.6484,0.7296,-141.3574,-178.8940,289.8560
-1.3223,-1.3577,0.9165,-154.2358,-151.9775,307.5562
-1.2510,-1.2511,0.8362,-167.7856,-85.1440,329.2846
-1.1239,-1.1477,0.6439,-170.6543,-62.3779,339.2334
-1.0074,-0.7952,0.5999,-159.6680,-28.9917,362.8540
-0.9185,-0.5652,0.5828,-145.7520,-12.3901,366.7602
-0.7123,-0.2942,0.6770,-118.8965,10.6812,345.3369
-0.6266,-0.3052,0.8307,-116.5161,17.9443,323.8525
-0.4951,-0.4714,1.0056,-138.7939,51.0864,280.1514
-0.4445,-0.5374,0.9514,-163.5132,105.4077,254.6387
-0.3260,-0.4781,0.6752,-161.7431,128.4180,249.1455
-0.2573,-0.3950,0.5232,-147.3999,149.3530,235.9619
-0.1475,-0.2285,0.4845,-138.2446,149.9023,226.4404
-0.0977,-0.1725,0.5322,-127.9907,159.1187,200.0122
0.0020,-0.1276,0.4946,-128.6011,169.0674,184.8755
0.0618,-0.0844,0.4182,-136.7187,183.8379,156.6162
