aX,aY,aZ,gX,gY,gZ
0.9961,-0.8394,3.2432,-3.4180,-251.0376,-30.2734
0.9617,-0.3118,3.0806,101.3794,4.3335,34.3018
0.6520,0.2142,1.7185,103.6987,90.9424,23.7427
0.5348,0.1316,0.9811,48.7061,150.6348,-8.4229
0.5762,-0.1886,0.3988,27.2217,129.5776,-16.2354
0.6633,-0.3148,0.6556,42.4805,80.5664,-20.0195
0.7771,-0.2003,0.9493,63.9038,84.5337,-15.1367
0.8052,-0.0651,0.8931,48.2178,104.1260,-11.1084
0.8486,-0.0308,0.6948,25.3296,110.4126,-13.7939
0.8551,-0.0337,0.5466,4.4556,115.5395,-18.7988
0.8657,-0.0424,0.3005,5.9814,111.2060,-21.7895
0.8776,-0.0311,0.2869,10.2539,91.1865,-23.3765
0.8990,-0.0026,0.3833,7.9346,83.5571,-25.3296
0.9031,-0.0074,0.3815,2.5635,78.7354,-34.5459
0.9092,-0.0398,0.2924,2.3804,76.0498,-41.0156
0.9172,-0.1404,0.2869,8.4839,67.6270,-54.4434
0.9401,-0.3809,0.2462,11.9629,63.2324,-52.6123
0.9410,-0.4003,0.2959,16.5405,51.6357,-35.8276
0.9426,-0.4707,0.3474,16.0522,51.2695,-29.9683
0.9474,-0.5493,0.2988,18.1274,54.2603,-16.4795
0.9597,-0.6119,0.1803,26.0620,53.6499,-6.1646
0.9601,-0.5880,0.1077,40.1611,47.7295,14.2822
0.9535,-0.4954,-0.0134,41.8701,41.1377,21.7895
0.9523,-0.4662,-0.0349,36.6821,23.1323,29.4800
0.9547,-0.5089,-0.0293,33.5693,14.3433,32.3486
0.9475,-0.5125,-0.0143,36.9873,-1.2207,43.4570
0.9336,-0.5306,0.0316,39.5508,-8.4229,49.6216
0.9253,-0.5135,0.0740,48.1567,-21.9727,64.6362
0.8782,-0.3724,0.1226,53.1006,-26.5503,69.8242
0.8551,-0.4119,0.0724,58.9600,-33.9355,70.8618
0.7749,-0.5494,-0.1149,67.1387,-41.8091,75.2563
0.7218,-0.5826,-0.2225,94.2993,-69.5801,90.0268
0.6136,-0.6995,-0.3748,107.3608,-90.6982,98.0835
0.5546,-0.7598,-0.3749,118.6523,-143.3105,125.0000
0.4080,-0.7535,-0.2374,116.7602,-170.0439,144.4092
0.3152,-0.6559,-0.1348,114.8682,-218.8721,184.3262
0.1136,-0.0920,0.2495,123.9014,-239.6850,195.8008
0.0706,0.0918,0.4318,136.6577,-254.3945,167.9687
0.0305,-0.3024,0.4875,134.4604,-251.7700,150.4517
-0.0529,-0.4480,0.3695,140.0146,-257.0801,170.1050
-0.3347,0.0200,0.2305,140.6250,-275.7568,191.1621
-0.4268,0.4191,0.4434,153.5645,-317.0776,176.2085
-0.4326,0.4093,0.8195,154.0527,-320.4346,140.6860
-0.4454,0.3010,0.8633,143.7378,-314.3311,98.8159
-0.5619,0.4744,0.8668,136.4746,-313.7207,88.9893
-0.6215,0.5216,0.8564,118.0420,-315.8569,46.9360
-0.7117,0.2124,0.8444,104.0649,-319.6411,24.9634
-0.7621,0.1106,0.9215,87.9517,-328.9795,13.9770
-0.8688,0.2373,1.1843,95.4590,-328.0639,11.5967
-0.9480,0.3390,1.3312,120.8496,-312.2559,-14.4653
-0.9862,0.4041,1.4344,126.8921,-303.0396,-31.1279
-1.0298,0.5709,1.6655,124.2676,-273.5596,-72.9370
-1.0555,0.5862,1.7385,119.8120,-251.8310,-103.8818
-1.1199,0.4043,1.6617,128.1128,-195.3735,-170.7153
-1.1766,0.3250,1.5367,134.8267,-168.2739,-195.0073
-1.2638,0.2128,1.4972,138.3667,-139.0991,-230.9570
-1.2729,0.1218,1.5973,140.3198,-110.0464,-260.3149
-1.2867,-0.0027,1.6528,155.2124,-83.7402,-270.1416
