aX,aY,aZ,gX,gY,gZ
0.8551,-0.4192,0.2629,-3.1128,27.2827,-2.6245
0.8774,-0.2026,0.2466,-7.0801,37.3535,1.4648
0.8846,-0.1718,0.1759,-15.7471,55.3589,-8.3008
0.8922,-0.3002,0.0387,-17.6392,61.4624,-14.2212
0.8918,-0.3762,-0.0458,-14.7705,70.8618,-13.2446
0.8705,-0.3790,-0.1495,-8.6060,71.5942,-6.8970
0.8418,-0.2490,-0.1055,6.4087,70.3735,5.8594
0.8333,-0.1687,-0.1000,9.8877,72.9980,9.4604
0.8242,-0.0452,-0.1687,4.3335,82.1533,6.8970
0.8260,-0.0334,-0.2413,-2.1362,86.7309,1.0376
0.8356,-0.1036,-0.4412,-11.5356,92.2851,-12.8784
0.8384,-0.1687,-0.5127,-9.0942,86.9141,-19.8975
