aX,aY,aZ,gX,gY,gZ
-0.8127,-1.1127,1.6042,-1.8921,-114.3188,-7.3242
-0.8622,-0.5669,1.0095,-75.1953,37.8418,72.2656
-0.9196,0.2427,0.0865,-59.0820,63.3545,72.8149
-0.9227,0.4644,-0.0946,13.0615,65.0635,34.4849
-0.9260,0.3123,0.0063,29.5410,62.2559,6.1035
-0.9269,-0.0636,-0.0059,18.0054,79.7119,-21.5454
-0.9287,-0.5308,-0.3656,0.9155,88.6230,-10.9253
-0.9513,-0.3895,-0.5233,-19.1650,80.9936,28.1982
-0.9551,-0.1490,-0.5680,-13.1836,60.4248,50.0488
-0.9716,0.2418,-0.6624,-10.3760,44.7388,42.9687
-0.9884,0.2300,-0.5508,-5.2490,8.9722,6.8970
-0.9911,-0.0746,-0.3032,-1.2817,2.6855,-7.8735
-0.9778,-0.2275,-0.2277,3.7842,4.8828,-13.7329
-0.9453,-0.2931,-0.1622,1.1597,8.3008,-8.3008
-0.9380,-0.2556,-0.1074,-3.4180,13.0615,3.1128
-0.9342,-0.1606,0.0656,-5.6152,17.4561,6.1035
-0.9329,-0.1581,0.1334,-15.4419,34.4238,6.2866
-0.9353,-0.1968,0.1184,-21.2402,45.0439,6.5918
-0.9418,-0.2032,0.1301,-22.5830,60.7910,9.3994
-0.9486,-0.1884,0.2177,-21.0571,69.2139,10.2539
-0.9510,-0.2156,0.2184,-29.1138,90.7593,11.6577
-0.9708,-0.2562,0.1465,-35.8887,100.6470,14.7705
-0.9877,-0.2382,0.0831,-40.2832,115.8447,22.1558
-1.0266,-0.0862,-0.0881,-37.1094,118.3472,23.7427
-1.0409,0.0211,-0.1865,-19.2871,112.9761,14.3433
-1.0374,0.1245,-0.1974,-4.8828,103.3325,3.5400
-0.9932,-0.1484,-0.1024,7.7515,87.5244,-21.3623
-0.9788,-0.3301,-0.1030,5.0659,83.3130,-25.5737
-0.9780,-0.3759,-0.1492,-4.6387,70.9229,-6.3477
-0.9884,-0.2687,-0.2013,-5.9204,53.5889,13.1836
-1.0060,-0.0634,-0.2083,3.4790,41.4429,13.4888
-1.0010,-0.0112,-0.1869,15.8691,18.5547,0.8545
-0.9994,-0.0399,-0.0713,22.3389,7.7515,-8.2397
-1.0079,-0.1298,0.0172,26.5503,-2.8076,-21.5454
-1.0133,-0.3691,0.0094,18.4937,-1.4648,-21.7285
-1.0188,-0.4506,-0.1130,-13.6108,-1.3428,-5.6152
-1.0747,-0.5017,-0.5006,-31.8603,-8.6670,6.9580
-1.1227,-0.4409,-0.6406,-31.3110,-46.5698,35.6445
-1.2073,-0.0693,-0.5092,-13.0005,-70.9229,45.5322
-1.2255,0.1151,-0.4319,7.0190,-99.8535,39.8560
-1.2507,0.2216,-0.5796,7.9346,-109.3140,26.9775
-1.2899,0.1448,-0.7113,-1.0376,-136.7187,-2.5024
-1.3511,-0.1975,-0.7231,7.0801,-154.3579,-12.0239
-1.3621,-0.3347,-0.7469,8.3618,-173.1567,-11.1084
-1.3932,-0.5256,-0.8479,0.1831,-184.5093,-4.3945
-1.4478,-0.5863,-0.7428,10.3760,-213.6841,19.0430
-1.4729,-0.4689,-0.7743,9.9487,-220.9473,34.7290
-1.5216,-0.2123,-1.0392,-20.7520,-233.5815,53.5278
-1.5587,-0.1187,-1.1606,-28.6865,-269.7144,56.0913
-1.6554,0.0691,-1.2916,-14.8315,-293.5181,51.6968
-1.6971,0.0789,-1.2952,18.4937,-339.5996,24.5972
-1.7233,-0.0894,-1.1556,26.1841,-356.9336,8.4229
-1.7141,-0.2012,-1.1058,11.7187,-373.6572,-9.3384
-1.6660,-0.3307,-1.0194,7.5684,-377.6855,-8.0566
-1.6154,-0.3436,-0.9395,12.9395,-374.8779,5.6152
-1.4998,-0.2417,-0.8358,15.6860,-366.7602,13.4888
-1.4390,-0.1355,-0.8223,22.3389,-346.2524,19.4092
-1.3281,-0.0266,-1.0148,22.7661,-336.1206,13.3667
-1.2871,-0.1270,-1.2339,10.0098,-338.3789,-3.6011
-1.2417,-0.3535,-1.2534,7.1411,-357.5439,-1.8311
-1.2024,-0.3054,-0.9740,20.2637,-381.4087,15.4419
-1.0509,-0.1071,-0.6075,27.7710,-368.5913,17.0288
-0.8695,-0.0319,-0.7251,33.7524,-326.3549,4.8218
-0.7881,-0.0536,-0.8148,29.4800,-314.1479,-3.7842
-0.6353,-0.1420,-0.7616,-0.2441,-312.4390,-16.4185
-0.5623,-0.1202,-0.5801,-12.8174,-305.6641,-19.2871
-0.3861,-0.1383,-0.5424,-12.3291,-288.3911,-22.3999
-0.3124,-0.1720,-0.5660,0.7324,-270.6909,-26.6724
-0.2141,-0.2905,-0.4410,5.3711,-265.5029,-27.7100
-0.1528,-0.3634,-0.4918,-2.6245,-245.4834,-20.8130
-0.0380,-0.3474,-0.5996,-7.7515,-241.6382,-12.5122
0.0186,-0.2506,-0.5842,-10.8032,-242.1264,-1.1597
0.1205,-0.0173,-0.4067,-3.5400,-241.8823,-5.2490
0.1566,-0.0674,-0.3829,12.1460,-232.7270,-30.2734
0.2101,-0.3510,-0.4465,12.7563,-230.1636,-35.9497
0.2904,-0.3877,-0.3264,3.1738,-231.8725,-24.5361
0.3389,-0.3582,-0.2085,-0.9155,-230.9570,-17.1509
0.4332,-0.2701,-0.0737,3.4790,-214.3555,-8.5449
0.4606,-0.2428,-0.1117,22.7661,-192.7490,-10.6201
0.4916,-0.2622,-0.2041,28.9307,-189.2700,-13.1226
0.5055,-0.2781,-0.1573,20.0806,-192.1387,-14.8926
0.5518,-0.3254,-0.0298,9.7046,-189.7583,-14.3433
0.5870,-0.3247,-0.0490,-6.2256,-178.4057,-10.3760
0.6360,-0.2211,-0.1104,-7.3242,-178.5278,-9.3384
0.6455,-0.1580,-0.0050,8.9722,-185.0586,-15.6250
0.6443,-0.1995,0.1688,16.9067,-180.2368,-23.4985
0.6605,-0.3494,0.0894,3.7231,-166.5649,-31.8603
0.7086,-0.4437,0.0980,-0.7324,-170.4101,-21.6675
