aX,aY,aZ,gX,gY,gZ
0.1954,-0.3691,3.9564,-87.6465,-165.1611,-75.2563
0.2551,-0.0287,2.9816,84.9609,64.9414,-9.2773
0.2594,0.1852,2.3234,147.9492,189.0259,30.1514
0.2656,0.4670,1.4791,138.0005,207.6416,36.3770
0.2592,0.5049,1.2853,84.7168,221.1304,32.9590
0.2078,0.4410,1.2175,54.3213,229.1260,31.3110
0.1531,0.3734,1.2306,32.5317,242.4927,34.7290
0.0273,0.2804,1.0985,23.5596,286.5601,58.7769
-0.0209,0.3258,0.9757,35.2783,307.3730,77.7588
-0.0668,0.5270,0.7225,67.8711,323.2422,114.5019
-0.0361,0.5817,0.5800,87.7685,319.2749,127.1973
-0.0067,0.7058,0.3612,186.7676,288.6963,154.7852
-0.0109,0.8062,0.3220,214.0503,264.7095,167.2363
0.0276,0.8271,0.3647,145.6909,221.0083,162.2925
0.0590,0.7889,0.3944,84.3506,206.7261,151.7334
0.0793,0.7502,0.2939,20.0806,195.8618,134.1553
0.0623,0.7594,0.2035,23.8647,190.7348,128.2959
0.0500,0.7183,0.0240,18.1885,170.2881,113.1592
0.0593,0.6863,-0.0172,13.4888,153.6255,108.1543
0.0844,0.8046,0.0332,-4.8828,113.6475,116.2109
0.0975,0.9240,0.0771,-19.0430,96.6186,120.1172
0.1343,1.0210,0.1160,-6.7139,71.1670,108.2153
0.1329,1.0021,0.1624,22.4609,58.8379,97.2290
0.1302,0.9989,0.2537,22.8271,42.7246,76.7212
0.1257,0.9607,0.2007,8.6060,42.5415,65.7349
0.0834,0.9456,0.0638,15.6250,33.7524,54.9316
0.0540,0.9874,0.0139,19.8975,23.2544,53.0395
-0.0006,1.0867,-0.0442,13.2446,-4.2114,44.7998
-0.0293,1.1132,-0.0493,4.4556,-20.5078,37.4146
-0.0979,1.1394,-0.0695,-5.2490,-53.5278,20.7520
-0.1405,1.1359,-0.0875,-3.6011,-89.5386,3.8452
-0.2419,1.1523,-0.0565,-11.9629,-110.3516,-2.9907
-0.3080,1.2458,0.0082,-23.3765,-148.0713,-12.6953
-0.4579,1.5160,0.0714,-18.6768,-161.7431,-22.7661
-0.5248,1.5999,0.0508,13.1226,-190.0635,-65.4297
-0.6483,1.5751,0.1357,26.8555,-205.8716,-94.1772
-0.6938,1.5024,0.1404,24.2920,-220.3369,-153.5034
-0.8240,1.2927,-0.0734,35.7056,-227.2949,-178.8940
-0.9237,1.2347,-0.1793,49.4995,-264.4043,-217.5293
-1.1786,1.0887,-0.2208,50.1709,-292.4805,-234.8633
-1.2732,1.0117,-0.0624,39.1235,-360.9008,-264.8926
-1.3093,0.9540,0.7269,30.8838,-390.1977,-280.9448
-1.2723,1.0011,1.1534,43.0908,-393.4936,-326.1718
-1.3292,1.0730,1.4213,81.5430,-362.1826,-358.1543
-1.4988,0.5641,1.1233,163.3911,-290.8325,-449.9511
-1.4698,0.0742,1.2529,163.4521,-282.8979,-495.7275
-1.1779,-0.4419,2.3402,56.1523,-310.7300,-499.0844
-1.0267,-0.1262,2.9878,-23.9868,-259.7656,-417.9077
-1.0490,0.4810,3.6167,-36.0718,-189.6973,-418.0908
-1.1309,0.1658,3.4329,-22.4609,-37.4146,-476.3183
-1.0365,-0.7156,2.6973,0.7935,17.2729,-472.2290
-0.8638,-0.7078,2.3822,36.0107,78.7964,-393.4936
-0.5757,-0.3032,2.0339,20.4468,95.2148,-365.8447
-0.4708,-0.2198,1.8750,-13.3667,125.0000,-357.1167
-0.3484,-0.2415,1.5714,-13.6719,138.6719,-360.1074
-0.3297,-0.3617,1.3983,-5.0659,169.0063,-366.2109
-0.2466,-0.7786,1.0781,2.5635,180.5420,-360.1684
-0.1715,-0.9138,0.9161,-3.1128,192.9321,-317.1387
0.0238,-1.1183,0.6613,-27.4048,189.8193,-290.6494
0.1211,-1.2369,0.6221,-50.4761,173.7671,-240.9668
0.2614,-1.5192,0.3915,-34.5459,171.8750,-215.6982
0.3154,-1.6411,0.1835,6.2866,160.4004,-147.9492
0.4440,-1.6405,-0.1144,4.8218,141.2354,-101.8066
0.5010,-1.4694,-0.1067,11.2915,88.3179,-12.6343
0.5917,-1.0853,-0.0070,14.5264,69.7632,17.3950
0.6190,-0.9636,0.0276,22.7661,46.5088,55.2978
0.6345,-0.7683,0.0383,34.7290,36.4990,71.2280
0.6249,-0.6636,0.0590,60.9131,13.6108,97.2290
0.5920,-0.5809,0.1639,65.4907,4.0283,105.1025
0.5750,-0.6327,0.2120,54.6875,-6.3477,121.7041
0.5261,-0.6700,0.2145,54.6265,-9.7046,134.5215
0.5004,-0.6598,0.1550,68.9697,-24.7192,156.1890
0.4476,-0.7538,0.1459,87.5854,-39.4287,167.7856
0.4030,-0.8011,0.1920,143.1274,-74.8901,204.9560
0.2743,-0.8096,0.4064,145.2026,-95.7642,229.0649
0.1954,-0.8237,0.6094,200.0122,-137.3901,273.2544
0.0009,-0.9263,0.9672,235.9619,-150.7568,294.0063
-0.1412,-0.9626,1.0590,240.7837,-164.7339,340.0879
-0.4032,-0.8716,1.2714,163.3911,-168.4570,360.4126
-0.5994,-0.9642,1.7594,69.3359,-170.8984,395.9350
-0.7482,-1.0223,1.9888,77.6367,-158.2642,425.5981
-1.1796,-1.0020,1.9508,92.7734,-88.0127,515.0146
-1.3862,-0.9362,1.8860,88.2568,-57.7393,566.5894
-1.7439,-0.7058,2.2096,91.0644,-35.8887,654.2358
-1.9633,-0.5092,2.4183,81.3599,5.0049,710.0829
-2.3865,0.4547,2.3501,101.9287,43.3350,731.3232
-2.2999,1.2150,2.1840,176.0864,84.2285,718.2617
-1.6962,2.1552,2.1871,148.3154,83.3130,670.5932
-1.4381,2.0797,2.1608,-38.7573,139.5874,485.1074
-1.2109,1.1858,1.4839,-38.3911,185.9741,340.7592
-1.2690,0.6189,1.0502,-12.6343,222.3511,231.2012
-1.3499,0.5209,0.7074,-24.2310,199.6460,265.2588
-1.3156,0.9974,0.9032,-99.8535,141.6626,317.8101
-1.1157,2.1523,1.2153,-129.2725,140.3198,295.4712
-0.9675,2.3998,1.1437,-112.9761,166.6870,159.3628
-0.7191,1.9463,0.7222,-86.1206,174.1943,82.7637
-0.6213,1.5388,0.4985,-60.3027,164.1235,-10.9253
-0.4136,0.9601,0.2292,-59.9976,147.6440,-27.3437
-0.3187,0.8138,0.2131,-65.0024,104.9194,-27.8931
-0.1565,0.7356,0.3696,-72.5708,85.5102,-24.1089
