aX,aY,aZ,gX,gY,gZ
-0.0576,-0.2733,0.3074,-42.1143,-185.7910,-187.1338
-0.2339,-0.5067,0.5537,-39.0625,-207.3974,-211.7920
-0.3075,-0.5861,0.5032,-44.2505,-210.2661,-216.6138
-0.4664,-0.8286,0.2994,-73.1201,-233.0322,-217.6514
-0.5734,-0.9009,0.3661,-77.1484,-289.3066,-196.2890
-0.7535,-0.9106,1.1115,-54.0771,-307.3730,-186.0962
-0.7578,-1.0488,1.3271,-10.7422,-267.1509,-174.1333
-0.6891,-1.3676,1.3162,-8.2397,-238.2812,-156.9824
-0.6765,-1.4230,1.4061,-18.7378,-200.8056,-103.2715
-0.6854,-1.4543,1.6780,-12.3901,-174.8047,-75.4395
-0.6809,-1.4341,1.6995,27.8931,-99.3652,-20.5688
-0.6635,-1.2579,1.6876,42.2974,-63.7817,4.6997
-0.6451,-1.1228,1.6812,38.0859,2.5024,39.6729
-0.6079,-1.1008,1.6002,24.8413,33.8745,49.7436
