aX,aY,aZ,gX,gY,gZ
-0.2494,-1.4409,2.7512,-63.7817,-64.9414,40.4053
-0.3296,-1.4495,2.7122,-113.7695,112.1826,85.2661
-0.4158,-1.3335,1.7203,-125.6103,191.1621,109.4360
-0.3617,-1.1105,1.0043,-87.4023,265.6250,159.9121
-0.1536,-0.5334,0.0408,-72.0825,249.6948,174.4385
0.1039,0.5033,-0.7683,-48.7671,184.2041,167.1142
0.2498,1.0437,-1.2675,-28.4424,143.2495,131.5918
0.3452,0.8979,-1.3566,-38.8794,3.7231,-15.8691
0.2883,0.2955,-0.9756,-124.2065,-116.8213,-125.4272
0.1738,-0.4838,-0.4286,-141.9067,-143.4326,-131.4697
0.1263,-0.5762,-0.2637,-98.6328,-173.1567,-105.1636
-0.0209,-0.4314,0.0684,-54.1382,-183.7158,-87.4634
-0.0803,-0.2990,0.1506,-10.2539,-198.3032,-78.1250
-0.2131,-0.3157,0.2106,-22.3999,-215.5151,-86.4258
-0.3164,-0.3715,0.3123,-51.2695,-268.7988,-95.3369
-0.5553,-0.4657,0.9565,-56.5186,-294.4336,-94.9707
-0.6521,-0.5660,1.6045,-46.0815,-304.5654,-95.9473
-0.6758,-0.8611,2.5366,-40.5884,-256.9580,-93.8110
-0.6637,-1.0251,2.7213,-53.6499,-126.8310,-73.7305
-0.7212,-1.3522,3.0586,-61.5234,-71.4111,-54.2603
-0.8422,-1.3408,3.0885,-42.1143,48.0347,9.9487
-0.8987,-1.1154,2.9331,-22.3999,108.0322,46.6309
-0.9412,-0.7985,2.4622,-41.3208,207.7026,78.0640
-0.9238,-0.8098,2.1428,-75.4395,248.7182,75.5615
-0.8414,-0.8280,1.4066,-120.4224,306.5796,75.1953
-0.7963,-0.7578,1.2070,-114.5630,315.1245,85.3882
-0.7594,-0.5143,1.2031,-99.0601,315.9790,88.6841
-0.7415,-0.3693,1.0627,-72.1436,346.0083,86.1206
-0.6278,-0.0541,0.4832,-73.7305,354.9804,79.1016
-0.5369,0.0883,0.1595,-98.3276,347.7173,50.4150
-0.2888,0.2637,-0.5522,-104.0649,334.0454,29.6631
-0.1385,0.2733,-0.8141,-93.7500,274.2920,-16.9067
0.1338,0.2449,-1.0730,-78.7964,235.9619,-37.3535
0.2393,0.1984,-1.1785,-61.0352,158.3252,-70.5566
0.4037,-0.0714,-1.3972,-63.9648,115.9668,-81.9092
0.4523,-0.1783,-1.4248,-62.4390,20.3247,-81.9702
0.4480,-0.1879,-1.3856,-52.0630,-26.5503,-75.5615
0.4052,-0.1146,-1.3639,-17.8223,-118.4082,-65.9180
0.2393,0.0476,-1.1350,2.9907,-166.7480,-67.0776
0.1267,0.0886,-0.9692,19.0430,-250.6103,-80.5664
-0.1797,0.0396,-0.7145,11.7187,-289.3066,-89.2334
-0.3622,0.0001,-0.5513,6.9580,-372.9858,-101.3184
-0.7600,0.0413,0.1243,8.9111,-412.7197,-108.8257
-0.9142,0.0223,0.6772,14.9536,-448.3032,-141.7847
-1.0125,-0.4391,1.5002,18.6157,-426.2085,-161.3159
-1.0264,-1.0620,1.2538,33.8745,-349.9145,-162.6587
-1.0851,-1.2222,1.2791,46.6919,-339.9048,-141.2354
-1.2384,-1.2159,2.0706,68.6035,-358.5815,-85.2051
-1.2832,-1.1387,2.4554,62.9883,-307.1899,-48.5840
-1.2992,-1.1162,2.9015,51.0864,-256.3477,-40.7104
-1.2809,-1.1774,3.0797,29.9072,-152.2827,-25.0244
-1.2191,-1.2657,3.2222,20.4468,-94.7266,-11.5967
-1.1890,-1.2490,3.1184,-2.8687,19.9585,22.9492
-1.1656,-1.0702,2.8727,-17.6392,67.7490,40.1001
-1.1615,-0.9658,2.7238,-55.1147,160.6445,60.7300
-1.1252,-0.8572,2.1465,-75.1953,204.3457,65.4907
-1.1014,-0.8223,1.8712,-97.3511,261.6577,76.9043
-1.0955,-0.6698,1.7590,-94.7876,280.2734,84.5337
-1.1107,-0.5688,1.7487,-88.2568,332.2754,95.2148
-1.0912,-0.4265,1.2618,-97.2290,364.8071,95.2759
-1.0243,-0.3995,0.8597,-115.1123,398.6206,91.9800
-0.7997,-0.3291,0.3296,-112.0605,386.7798,92.7734
-0.6808,-0.2632,0.2373,-84.8999,354.3091,95.5200
-0.4669,-0.1165,0.0121,-74.6460,346.4355,94.7876
-0.3630,-0.0028,-0.1525,-67.0166,324.0966,87.3413
-0.0927,0.2278,-0.4884,-74.1577,303.9551,73.2422
0.0560,0.2074,-0.6853,-98.6328,249.6948,28.9917
0.3192,0.1134,-0.9479,-92.0410,213.5010,14.8926
0.4081,0.1547,-1.0128,-56.0913,132.4463,2.9907
0.4955,0.3180,-0.9971,-45.2881,90.0879,-5.3101
0.5063,0.3578,-0.9399,-40.8936,12.8174,-35.2783
0.4896,0.2632,-0.9114,-38.3301,-20.4468,-51.7578
0.4568,0.2001,-0.9324,-20.9961,-89.9048,-72.9980
0.3220,0.1243,-0.8274,-9.2163,-128.6011,-79.2236
0.1243,0.0769,-0.6821,13.7939,-202.3926,-88.3179
-0.0120,0.0880,-0.5852,19.2871,-239.5019,-92.1020
-0.3430,0.1901,0.0624,18.7988,-318.4204,-104.3701
-0.4849,0.1752,0.5475,15.3809,-347.1679,-117.6758
-0.6198,-0.1915,1.1498,18.7378,-347.9614,-151.9775
-0.6376,-0.4901,1.1719,40.1001,-309.1431,-156.0059
-0.7158,-0.9668,0.9727,47.9126,-301.9409,-138.4277
-0.8062,-0.9738,1.1049,66.8335,-333.8012,-82.8247
-1.0161,-0.6993,2.0854,76.8433,-349.6093,-63.3545
-1.0657,-0.6528,2.6517,80.8716,-303.2837,-58.2886
-1.0262,-0.8523,3.2264,68.9697,-242.6147,-61.3403
-0.9806,-0.9777,3.1901,25.9399,-124.3896,-47.4243
-0.9255,-1.0645,3.3336,13.0615,-82.6416,-30.7617
-0.9285,-1.0707,3.5466,13.0005,19.7754,6.8359
-0.9722,-1.0233,3.4506,9.5215,93.3838,27.4048
-1.0142,-0.9227,3.1379,-18.4326,232.1167,63.5376
-1.0466,-0.7850,2.3420,-41.5649,283.4473,72.3877
-1.0206,-0.7959,1.9604,-77.7588,345.3369,85.3271
-0.9427,-0.7241,1.3458,-85.2051,360.1684,96.4966
-0.8982,-0.6305,1.1340,-92.4683,378.1738,115.5395
-0.7671,-0.4447,0.6292,-91.4917,387.0849,120.5444
-0.6747,-0.3225,0.3739,-73.3643,379.6386,125.8545
-0.4739,0.0485,-0.0361,-61.3403,368.6523,123.2300
-0.3525,0.2327,-0.2552,-45.2270,339.1113,95.7642
-0.0603,0.4670,-0.6719,-40.9546,313.4155,72.3267
0.2057,0.4948,-0.9138,-31.8603,239.3188,18.9209
