aX,aY,aZ,gX,gY,gZ
-0.1248,-0.6182,-2.8927,84.2895,266.8457,149.8413
-0.1727,0.6448,-2.9156,102.7832,179.3213,198.0591
0.0321,0.8285,-2.5377,68.2983,18.1885,84.4116
0.1771,0.0272,-2.1428,12.7563,-90.6372,-28.4424
0.3508,-0.5448,-1.0795,7.0190,-118.2251,-21.6675
0.4189,-0.5438,-0.7308,8.7280,-98.0835,0.3662
0.5006,-0.5447,-0.9111,8.8501,-78.5522,10.0098
0.5149,-0.4592,-0.9187,0.7324,-88.2568,23.6816
0.5350,-0.4585,-0.7133,-2.5024,-97.2290,24.5361
0.5425,-0.4694,-0.6290,3.8452,-98.7549,28.4424
0.5670,-0.5155,-0.5468,7.8125,-95.2759,31.6162
0.5704,-0.4756,-0.4873,7.6294,-86.3037,40.9546
0.5695,-0.3351,-0.4799,7.0190,-76.5991,41.8701
0.5695,-0.3057,-0.5986,6.8970,-59.9976,37.7808
0.5682,-0.2493,-0.7615,3.3569,-61.5234,36.6211
0.5688,-0.1914,-0.7443,-12.5732,-72.2046,32.5317
0.5863,-0.1677,-0.6575,-15.8691,-73.2422,26.4893
0.5937,-0.1674,-0.6431,-5.7983,-64.0259,15.7471
0.6060,-0.1190,-0.7020,0.3662,-58.7769,10.4980
0.6163,-0.1577,-0.7355,3.8452,-57.5561,-2.0142
0.6389,-0.2997,-0.7146,3.5400,-60.1196,-4.5166
0.6509,-0.3315,-0.6885,8.8501,-62.3169,-1.4648
0.6617,-0.2754,-0.6270,13.5498,-62.8052,0.0000
0.6759,-0.2314,-0.5342,22.2778,-60.4248,-5.6152
0.6869,-0.2517,-0.5074,23.8037,-53.7720,-14.9536
0.6887,-0.2352,-0.4088,22.2778,-50.7202,-17.3340
0.6879,-0.1981,-0.3430,21.5454,-37.9028,-24.9634
0.6853,-0.2053,-0.3038,22.4609,-27.4658,-31.1279
0.6783,-0.2372,-0.3243,21.5454,-9.0942,-37.9639
0.6400,-0.2129,-0.2968,19.8364,-2.3804,-38.2690
0.6134,-0.1776,-0.2671,21.0571,14.4043,-42.1143
0.5521,-0.0936,-0.2000,23.9258,24.1699,-47.0581
0.5140,-0.0443,-0.0957,28.1982,46.5088,-64.1479
0.4020,0.0581,0.1720,29.4189,65.0024,-77.0874
0.3302,0.0549,0.2465,29.7241,120.7886,-111.1450
0.1632,-0.0656,0.1082,25.8789,151.9775,-128.2959
0.0768,-0.1527,-0.0043,11.7187,197.2656,-158.0200
-0.0728,-0.4210,-0.1758,5.6152,212.6465,-170.0439
-0.1229,-0.6158,-0.2563,8.4839,234.5581,-179.4433
-0.1327,-1.1893,-0.5603,13.7329,241.5161,-170.4712
-0.1146,-1.4446,-0.6698,33.2031,233.3374,-105.4687
-0.2166,-1.2698,-0.4921,49.6826,228.8818,-58.1055
-0.4611,-0.7150,-0.5461,87.4634,250.5493,-0.2441
-0.5616,-0.5581,-0.6265,99.9145,263.5498,5.0049
-0.6777,-0.5571,-0.8572,96.1914,279.7852,-3.4790
-0.6917,-0.6478,-1.0424,73.8525,277.2217,-3.7231
-0.6000,-1.1641,-1.2690,63.1714,263.3667,3.8452
-0.5527,-1.5291,-1.2581,57.6172,227.9053,62.3169
-0.6450,-1.4683,-0.9624,69.2139,217.7734,112.6099
-0.7566,-1.1888,-0.8798,112.1826,230.9570,186.1572
-0.9645,-0.8679,-1.2673,130.8594,241.9433,205.2002
-1.0039,-0.7975,-1.6235,153.4424,226.6846,233.0932
-1.0114,-0.7802,-1.7794,161.1938,197.0215,247.2534
-1.0117,-0.7627,-1.6687,161.0107,150.4517,279.7852
-1.0411,-0.8060,-1.8289,154.7241,138.9771,297.9126
-1.0712,-0.7869,-1.9401,151.4893,98.5718,343.9941
-1.1904,-0.4972,-1.8367,159.6680,76.1719,366.2719
-1.2528,-0.2295,-1.9269,176.4526,39.2456,391.7236
-1.2709,0.3369,-2.0663,174.8657,12.3901,387.8784
-1.2454,0.4227,-2.1014,153.0151,-50.4761,352.1118
-1.2223,0.3096,-2.0297,145.4468,-81.7261,335.6933
-1.2139,0.3916,-1.9744,148.2544,-134.3384,319.5190
-1.1323,0.7703,-1.8234,148.4985,-158.7524,303.9551
-1.0614,0.8010,-1.7720,140.1978,-200.3784,245.3613
-0.9255,0.7408,-1.6252,138.6108,-219.4824,217.2241
-0.8552,0.7861,-1.5404,126.2207,-254.5776,166.2598
-0.7236,0.6709,-1.3411,111.9995,-271.3013,139.0381
-0.6129,0.5618,-1.0732,81.5430,-295.4102,102.1728
-0.5558,0.5688,-0.9857,68.2983,-299.3774,88.9893
-0.4468,0.6179,-0.9371,52.1240,-297.4854,59.5093
-0.4006,0.5909,-0.9109,50.5371,-297.7295,24.9023
-0.3187,0.4562,-0.7456,53.2227,-297.7905,10.4370
-0.2776,0.4468,-0.6503,61.8286,-289.2456,-9.7046
-0.1962,0.5481,-0.5560,65.1855,-282.2876,-21.4233
-0.1660,0.5763,-0.5260,68.5425,-273.1934,-55.5420
-0.1244,0.5416,-0.4670,69.7632,-269.2871,-75.4395
-0.1093,0.5046,-0.4551,68.7866,-263.0005,-113.5254
-0.1064,0.4244,-0.3595,65.2466,-263.0005,-130.6763
-0.1119,0.3715,-0.2606,60.7300,-260.1929,-161.7431
-0.1124,0.2572,-0.0856,61.3403,-254.4556,-174.9878
-0.1085,0.2072,-0.0182,61.4624,-239.6240,-196.4111
-0.1060,0.2140,0.1692,59.3872,-231.6284,-205.8716
-0.1035,0.2424,0.3059,47.5464,-209.2285,-234.1919
-0.1226,0.2102,0.5735,41.9922,-190.2466,-255.1880
-0.1781,-0.0500,0.4523,46.3867,-135.6812,-304.6875
-0.2112,-0.2449,0.2891,51.0864,-112.7930,-325.6836
-0.2136,-0.7131,0.1320,49.3164,-96.1304,-344.6655
-0.1726,-0.8948,0.2413,41.1987,-98.1445,-338.5009
-0.1024,-0.8849,0.6667,31.5552,-88.6841,-302.5513
-0.1038,-0.8070,0.7406,81.5430,-32.7759,-282.9590
-0.1338,-0.7045,0.6091,110.7788,-1.1597,-281.9824
-0.1770,-0.6841,0.5082,105.1636,50.7812,-289.1235
-0.2448,-0.8981,0.1462,85.5713,67.5659,-294.1895
-0.2362,-1.1011,-0.0187,54.1382,67.6270,-287.9028
-0.1536,-1.5128,0.0835,49.6826,57.4341,-272.5830
-0.1246,-1.5543,0.3586,77.8198,68.0542,-222.5952
-0.1489,-1.3770,0.4065,103.3935,102.1118,-198.7305
-0.1917,-1.2135,0.1987,138.1226,160.7666,-165.2222
-0.3513,-0.9404,-0.0569,132.2021,172.4853,-158.4473
-0.4485,-0.9005,-0.1370,100.0976,187.2558,-167.3584
