timestamp,aX,aY,aZ,gX,gY,gZ
0,-0.6158,0.9525,-2.8113,-71.2891,-347.7783,-84.5337
10,-1.0092,-0.2311,0.5658,-212.7075,-687.0727,-164.3066
20,-0.5073,-1.4374,2.6211,-328.7964,-737.6708,-156.0059
30,0.7159,-1.1403,3.9999,-372.4365,-515.1978,72.4487
40,0.8159,0.2623,3.9999,-162.5976,-282.959,174.8047
50,0.469,0.7905,2.1627,130.188,144.5923,62.5
60,0.4137,0.0687,1.0472,95.6421,217.1631,-32.7759
70,0.5452,-0.4124,0.3885,19.4092,148.6816,-45.4102
80,0.6183,-0.2323,0.776,25.5127,88.8061,-17.395
90,0.7317,-0.1017,1.3296,74.4629,63.6597,-13.1226
100,0.7849,-0.1234,1.2054,91.2476,92.3462,-20.9351
110,0.85,-0.1155,0.7811,89.4165,138.0615,-19.7144
120,0.8553,-0.098,0.606,63.1103,145.874,-10.5591
130,0.8401,-0.1499,0.4579,43.7622,140.7471,-9.0942
140,0.8314,-0.2047,0.4574,12.5732,128.6011,-9.2163
150,0.8203,-0.2648,0.4567,8.1787,124.3896,-8.3008
160,0.8344,-0.2878,0.4619,2.1362,117.7978,-6.5918
170,0.8811,-0.355,0.5342,1.0376,116.9434,-4.9438
180,0.8877,-0.359,0.5372,6.0425,123.9624,1.4038
190,0.8696,-0.3629,0.4679,5.9204,127.6855,3.1128
200,0.8678,-0.3987,0.4429,-0.1831,128.1128,6.7139
210,0.8962,-0.4213,0.4883,-5.7373,126.9531,11.7798
220,0.9164,-0.3822,0.5348,-19.4702,130.7373,21.4844
230,0.952,-0.3204,0.5682,-22.7661,136.5967,22.7051
240,0.9585,-0.3135,0.553,-13.6108,153.7476,22.3389
250,0.9626,-0.2943,0.5032,-7.4463,163.0249,22.9492
260,0.9373,-0.2476,0.4916,10.498,182.1899,24.353
270,0.8877,-0.2554,0.2839,10.9253,194.3359,22.583
280,0.8735,-0.2876,0.1302,-3.6011,206.1767,23.7427
290,0.849,-0.262,-0.051,-9.8877,203.7353,26.7944
300,0.8344,-0.248,-0.0844,-15.686,197.0825,27.0996
310,0.7889,-0.2495,-0.1027,-14.3433,196.0449,26.3062
320,0.7538,-0.2324,-0.1281,-14.4043,202.2705,25.3906
330,0.6852,-0.2341,-0.2838,-15.0757,206.8481,24.0478
340,0.6578,-0.2369,-0.3601,-11.9629,209.2285,23.3154
350,0.5986,-0.1685,-0.4539,-10.498,208.4961,23.6816
360,0.5692,-0.1158,-0.5072,-7.8125,206.3598,20.2637
370,0.5159,-0.0385,-0.6477,-3.2349,203.9795,16.8457
380,0.4885,-0.0151,-0.7384,9.4604,194.9463,9.0332
390,0.4363,0.0079,-0.855,10.5591,186.5234,3.9062
400,0.411,0.0197,-0.8594,13.2446,168.7012,-8.4839
410,0.3599,0.0255,-0.8832,14.6484,163.147,-15.0146
420,0.323,0.027,-0.907,16.1133,154.0527,-25.5127
430,0.2144,0.0488,-0.9445,21.4844,149.7192,-30.3345
440,0.1512,0.0848,-0.9968,31.8603,145.6909,-37.2314
450,-0.0049,0.1996,-1.176,38.5742,142.7002,-42.7856
460,-0.074,0.2668,-1.302,45.2881,126.77,-56.5796
470,-0.2214,0.3698,-1.5322,47.3022,111.2671,-69.0308
480,-0.3129,0.3564,-1.6227,37.9028,67.749,-95.3369
490,-0.4729,0.3732,-1.7523,30.5786,40.8325,-105.6518
500,-0.5781,0.4044,-1.8298,29.7852,-17.1509,-135.1318
510,-0.8438,0.4518,-2.083,28.1982,-50.6592,-158.3862
520,-1.0402,0.4269,-2.2438,37.1704,-133.3618,-228.2104
530,-1.5775,0.4077,-2.8326,51.6968,-186.7676,-272.0337
540,-1.9496,0.3127,-3.2218,51.6968,-360.9008,-384.3383
550,-2.9495,-0.4946,-3.6156,23.1323,-491.2109,-437.9272
560,-3.5515,-0.9663,-3.3748,-47.1191,-806.5795,-456.9091
570,-3.9999,-1.3417,-2.0396,-75.0122,-958.8012,-428.1616
580,-3.9999,-1.6245,-1.1548,-164.3677,-1206.4819,-364.7461
590,-3.9836,-3.4989,1.6978,-260.498,-1305.2977,-305.603
600,-3.9978,-3.9999,3.9999,-443.3593,-1322.7538,102.9663
610,-3.9335,-3.1069,3.9999,-397.4609,-1158.2031,405.3344
620,-2.4819,0.4552,3.9669,-26.9775,-643.6767,636.9019
630,-1.4191,0.8779,3.9316,186.7065,-234.0088,285.4614
640,-0.4176,-0.632,3.1707,166.687,-130.3711,153.3203
650,-0.3779,-0.7682,2.6604,157.5317,-87.7685,157.5928
660,-0.343,-0.1313,2.2938,156.4941,-77.0874,173.3398
670,-0.2296,-0.011,2.2137,133.9111,-25.8179,140.3198
680,0.0592,-0.1663,1.9143,117.9809,1.2817,119.6899
690,0.172,-0.2501,1.6803,91.7969,35.5225,102.8442
700,0.2834,-0.2196,1.3195,80.7495,39.0015,101.5015
710,0.3042,-0.1525,1.2191,42.4194,38.6353,90.7593
720,0.3208,-0.1127,1.0654,11.9629,38.8794,78.2471
730,0.3148,-0.146,1.0098,-17.5781,39.3677,63.5376
740,0.3314,-0.3306,0.8896,-50.5981,44.6777,34.729
