timestamp,aX,aY,aZ,gX,gY,gZ
0,0.3895,-2.1144,3.9999,-218.6889,-390.686,-25.4517
10,0.6177,-0.6088,3.9999,-40.7715,-156.8604,76.7212
20,0.2539,0.2656,1.8506,171.2646,241.5161,50.354
30,0.3295,-0.1992,0.7209,139.6484,285.7056,-10.376
40,0.6385,-0.5591,0.6013,48.9502,170.7153,-19.043
50,0.688,-0.338,1.0887,57.1289,119.3237,4.2725
60,0.6964,-0.1497,1.1705,85.6934,140.686,5.0659
70,0.7222,-0.186,0.9279,84.4726,167.7246,-3.7231
80,0.7804,-0.281,0.4819,49.9878,186.1572,-3.6621
90,0.793,-0.333,0.3344,24.6582,179.6875,1.6479
100,0.7959,-0.413,0.2255,-13.6108,151.3672,9.9487
110,0.7977,-0.4559,0.2717,-24.7192,134.8877,10.1318
120,0.8138,-0.4478,0.4913,-33.9355,111.206,9.7656
130,0.8138,-0.425,0.5663,-33.1421,115.9668,8.4229
140,0.8237,-0.4352,0.4363,-34.1187,125.3662,8.2397
150,0.8297,-0.4651,0.3385,-40.2832,133.9111,13.0005
160,0.8364,-0.4376,0.2638,-39.0625,132.7515,18.1274
170,0.8361,-0.3531,0.2472,-29.48,129.6387,23.9868
180,0.845,-0.2571,0.1947,-30.0903,128.7842,21.1792
190,0.8577,-0.2632,0.1631,-39.4897,127.2583,14.7705
200,0.881,-0.27,0.1765,-41.3818,125.9766,13.7329
210,0.8813,-0.2654,0.2068,-32.7148,129.8828,10.9863
220,0.8551,-0.2646,0.1692,-26.4282,136.1694,8.9111
230,0.8418,-0.2679,0.089,-18.9209,146.9116,5.7373
240,0.8413,-0.2618,-0.0884,-19.104,146.8506,5.188
250,0.8497,-0.2578,-0.1274,-23.3765,135.1929,3.1738
260,0.8674,-0.293,-0.1079,-22.522,128.479,1.709
270,0.8721,-0.3079,-0.0782,-17.8223,121.0937,1.8921
280,0.8718,-0.3022,-0.0137,-16.3574,121.2158,3.2349
290,0.8619,-0.3103,-0.0145,-17.9443,128.7842,5.7373
300,0.8507,-0.3622,-0.0643,-21.7895,132.7515,7.5684
310,0.8463,-0.3658,-0.0912,-36.0718,137.5732,16.8457
320,0.8335,-0.2327,-0.1394,-44.3726,139.2212,22.2168
330,0.8252,-0.1212,-0.1896,-58.96,144.2261,22.2168
340,0.7954,-0.0095,-0.3398,-60.73,145.3857,14.8315
350,0.7767,-0.0101,-0.4044,-50.415,140.7471,-4.7607
360,0.7281,-0.0624,-0.5157,-43.6401,136.8408,-13.7939
370,0.7036,-0.1129,-0.5457,-38.269,126.709,-27.5879
380,0.6561,-0.1567,-0.5629,-37.0483,122.8638,-31.1279
390,0.5992,-0.1749,-0.7175,-39.2456,120.1782,-36.1938
400,0.5638,-0.1924,-0.7992,-41.687,115.4175,-38.8794
