timestamp,aX,aY,aZ,gX,gY,gZ
0,-0.0531,1.0162,-3.5524,-6.958,-286.2549,-148.8647
10,-0.5277,0.343,-0.3079,-115.3564,-494.873,-172.0581
20,-0.552,-0.2585,1.5366,-254.5776,-579.2847,-157.8979
30,-0.2266,-1.2081,3.6812,-221.4966,-490.3564,-107.5439
40,0.0322,-0.6929,3.9103,5.9204,-226.9287,17.2119
50,0.0164,-0.3065,3.291,100.4028,4.6997,34.1187
60,-0.0681,-0.0033,1.9993,92.5293,54.7485,18.8599
70,-0.0574,-0.0032,1.8157,38.269,66.8335,-6.2866
80,0.0465,-0.1499,1.8739,16.2964,72.8149,-16.6626
90,0.1099,-0.2184,1.8893,20.3247,102.0508,-26.5503
100,0.2168,-0.1451,1.7113,30.1514,119.9341,-25.6958
110,0.2581,-0.0725,1.5493,20.3247,151.1841,-26.3062
120,0.2936,-0.0909,1.2694,-3.2959,160.2173,-27.5269
130,0.3169,-0.163,1.2075,-57.312,160.0952,-29.7852
140,0.3723,-0.3105,1.297,-71.4111,156.9824,-30.7007
150,0.3955,-0.3511,1.3728,-75.8667,169.7998,-28.0151
160,0.4307,-0.3368,1.4529,-73.4253,184.5703,-23.8647
170,0.4438,-0.2792,1.428,-59.8144,222.8393,-18.8599
180,0.4476,-0.2654,1.2708,-53.0395,242.6758,-21.6675
190,0.4406,-0.3209,1.1794,-47.3022,274.7803,-25.5127
200,0.4147,-0.2555,1.028,-46.6919,285.4004,-21.8506
210,0.4038,-0.1747,0.978,-59.4482,303.7109,-24.292
220,0.3904,-0.1467,0.8242,-65.1245,313.7817,-33.1421
230,0.3823,-0.1942,0.6957,-61.2183,334.1064,-50.9033
240,0.3635,-0.3975,0.3766,-55.1147,343.2007,-54.5044
250,0.3514,-0.455,0.2429,-49.3774,351.1963,-42.5415
260,0.3137,-0.3649,0.0916,-46.6919,350.6469,-33.02
270,0.2545,-0.1652,-0.0454,-31.9214,348.1445,-25.6348
280,0.2377,-0.1653,-0.1676,-23.8647,347.5341,-30.4565
290,0.2207,-0.2777,-0.4386,-24.5361,344.0551,-38.4521
300,0.2048,-0.2866,-0.5231,-10.498,334.6557,-31.311
310,0.1753,-0.2886,-0.6985,1.5869,328.6743,-26.8555
320,0.1731,-0.2834,-0.7899,27.6489,304.8096,-15.564
330,0.165,-0.1624,-0.8268,36.5601,289.6118,-8.3618
340,0.1445,-0.0862,-0.8171,36.1328,270.752,0.5493
350,0.0896,0.0433,-0.9305,32.1045,266.1133,1.5259
360,0.0634,0.0959,-1.0304,31.0059,249.5117,-4.5776
370,0.0013,0.1393,-1.1705,33.5083,235.9009,-10.8032
380,-0.0509,0.1539,-1.2007,42.4805,209.6557,-21.0571
390,-0.1528,0.2642,-1.3467,46.875,199.8291,-24.5972
400,-0.1899,0.3789,-1.463,59.1431,174.2554,-40.0391
410,-0.2861,0.5697,-1.6678,65.7959,154.3579,-57.1289
420,-0.3541,0.5944,-1.745,61.7065,102.478,-103.7598
430,-0.5057,0.5525,-1.8007,54.3823,71.228,-128.479
440,-0.5848,0.5051,-1.7717,41.3208,5.4321,-174.8047
450,-0.7543,0.3541,-1.6754,34.6069,-26.001,-194.8242
460,-0.8218,0.2748,-1.6147,18.2495,-86.3647,-226.0132
470,-0.9622,0.2937,-1.4274,18.4937,-114.5019,-241.6992
480,-1.155,0.4403,-1.236,38.8184,-158.2031,-295.7764
490,-1.2965,0.4479,-1.2163,55.7251,-172.3022,-337.3413
500,-1.6382,0.1226,-1.6852,48.0347,-190.3076,-429.2602
510,-1.83,-0.1266,-1.9583,-42.2974,-263.2446,-490.9057
520,-2.2026,-0.7197,-1.8828,-110.7788,-335.144,-509.0332
530,-2.483,-1.0402,-1.5791,-245.9717,-500.9155,-509.6435
540,-3.1555,-1.5959,-0.986,-268.9209,-578.125,-494.4458
550,-3.4341,-1.959,-0.6272,-217.7124,-716.0034,-465.8203
560,-3.5291,-2.9073,0.3732,-186.5845,-763.2446,-438.1714
570,-3.4071,-3.2107,0.983,-203.6133,-786.7431,-294.4946
580,-2.8191,-2.9814,1.9088,-214.4165,-755.7372,-192.0776
590,-2.4413,-2.621,2.0206,-180.542,-632.3853,-31.1279
600,-1.7877,-2.2351,1.5579,-153.5034,-565.0024,8.4229
610,-1.5194,-2.0919,0.9404,-65.6738,-483.7036,51.7578
620,-1.4746,-1.8711,0.8137,-9.0332,-475.2807,70.1294
630,-1.3783,-1.2816,1.0887,88.0127,-492.4926,83.0688
640,-1.2465,-1.1384,1.2849,112.915,-470.52,49.4995
650,-1.0253,-1.2894,1.281,106.6894,-433.6548,31.9824
660,-1.0472,-1.3734,1.0194,115.2344,-360.9008,36.3159
670,-1.1998,-1.3346,0.5476,131.1646,-354.7973,45.105
680,-1.2281,-1.2308,0.6221,119.9951,-387.6953,45.166
690,-1.0653,-0.9077,1.2471,99.2432,-396.5454,34.4849
700,-0.8986,-0.9072,1.5024,63.4766,-355.0415,-9.2773
710,-0.5869,-1.3423,1.5128,45.2881,-311.4014,-23.6206
720,-0.5188,-1.4091,1.3881,43.457,-223.0224,4.2725
730,-0.5392,-1.0316,1.0179,46.9971,-190.2466,23.3154
740,-0.5405,-0.9325,0.9167,21.9116,-158.8745,18.7378
750,-0.4194,-1.0311,0.9742,4.8828,-150.6958,9.2773
760,-0.3301,-1.08,1.0354,-8.606,-125.8545,3.8452
770,-0.1628,-1.1821,1.0396,-15.625,-108.3374,5.3711
780,-0.073,-1.1266,0.9709,-14.8315,-67.3828,21.1182
790,-0.0581,-0.9906,0.8618,-2.1362,-44.2505,31.1279
800,-0.0461,-0.7992,0.5869,8.3008,-6.5918,32.1655
810,-0.0433,-0.7688,0.4762,-7.5684,8.728,20.2026
820,-0.0292,-0.7502,0.343,-18.3105,9.9487,14.3433
830,-0.0122,-0.7947,0.3086,-42.5415,7.6904,1.3428
840,0.0249,-0.9408,0.2886,-47.7295,6.6528,-1.5869
850,0.0356,-0.9752,0.2783,-33.6914,7.6904,2.1362
860,0.0406,-0.9585,0.2239,-24.292,8.606,4.8828
870,0.0386,-0.9335,0.2046,-18.7378,6.4087,6.2866
880,0.0408,-0.9117,0.2058,-22.1558,3.7842,5.3101
890,0.0488,-0.9299,0.2303,-35.4004,-1.2207,1.9531
900,0.0696,-0.9904,0.291,-37.2314,-1.2817,1.2817
910,0.0764,-0.9872,0.291,-19.2871,3.2959,4.4556
920,0.0803,-0.9371,0.2424,-10.6201,5.249,5.6763
