timestamp,aX,aY,aZ,gX,gY,gZ
0,-2.9354,-0.981,-1.1068,-67.0166,-551.4526,-413.9404
10,-3.4177,-1.6261,-0.7209,-117.6147,-680.2978,-462.8296
20,-3.7048,-3.6487,0.7482,-153.5645,-744.5678,-438.7207
30,-3.36,-3.9999,1.8148,-138.1836,-787.0483,-206.9092
40,-2.3705,-2.6071,2.87,-102.6001,-707.7636,-55.481
50,-2.0131,-1.512,2.5526,-87.6465,-478.8818,32.1655
60,-1.6713,-1.8191,1.4778,-110.7178,-409.6679,-14.0381
70,-1.5691,-2.3616,1.1655,-51.3306,-389.1601,-11.7187
80,-1.4454,-2.1292,1.0146,13.7329,-400.3906,29.7852
90,-1.3789,-1.858,1.0414,74.585,-408.5693,65.1245
100,-1.2372,-1.8199,1.1375,76.9043,-401.9775,66.8945
110,-1.2039,-1.851,1.0365,98.2056,-376.0376,91.1865
120,-1.282,-1.7025,0.6169,117.0654,-375.4883,108.7646
130,-1.3367,-1.5592,0.573,119.6289,-415.3442,125.6714
140,-1.2643,-1.3617,1.1008,98.6328,-433.0444,123.8403
150,-1.1298,-1.3317,1.343,53.4668,-405.4565,124.4507
160,-0.851,-1.053,1.3008,46.5088,-370.4223,131.0425
170,-0.7606,-0.8385,1.1412,52.4902,-308.5937,120.1782
180,-0.6478,-0.778,0.8209,49.6216,-289.7949,97.5952
190,-0.6217,-0.8754,0.7394,39.7339,-274.1089,66.3452
200,-0.5898,-0.9415,0.7137,31.3721,-269.9585,63.5986
210,-0.5244,-0.8672,0.834,-0.9155,-262.6953,64.1479
220,-0.4661,-0.807,0.9601,-9.8877,-258.667,62.1338
230,-0.3181,-0.8931,1.0964,-18.1274,-231.2622,42.7856
240,-0.2386,-0.9938,1.0549,-9.7046,-188.3545,34.79
250,-0.1519,-0.9751,0.9818,-1.8921,-171.2646,40.5273
260,-0.1326,-0.9263,0.9222,3.7842,-136.4746,46.7529
270,-0.1337,-0.864,0.7506,1.0376,-122.0703,46.4478
280,-0.1437,-0.8544,0.6685,-10.437,-106.5674,41.9922
290,-0.1311,-0.9071,0.6118,-19.2261,-105.2856,39.0625
300,-0.1079,-0.9401,0.6414,-28.2593,-104.0649,40.3442
310,-0.0387,-0.9139,0.743,-26.7334,-100.769,43.8232
320,-0.0005,-0.8604,0.7963,-22.644,-86.2427,47.1802
330,0.0588,-0.7391,0.8835,-23.0713,-75.2563,46.2036
340,0.0643,-0.7048,0.9183,-33.6914,-48.2788,38.6353
350,0.0286,-0.7056,0.9127,-38.6353,-33.8745,32.1045
360,0.014,-0.7437,0.8822,-41.4429,-10.7422,18.5547
370,0.0176,-0.8125,0.8256,-42.2974,-1.9531,14.9536
380,0.04,-0.8353,0.8065,-49.9878,12.146,12.9395
390,0.0895,-0.8364,0.8208,-53.772,19.6533,13.4888
400,0.1091,-0.8214,0.8051,-51.7578,40.7715,10.8643
410,0.1268,-0.8375,0.6649,-49.0723,51.7578,7.6294
420,0.1307,-0.8492,0.5706,-42.7246,65.7959,4.0894
430,0.1565,-0.8845,0.416,-41.687,68.4204,3.6621
440,0.1759,-0.8993,0.3494,-41.1377,67.749,6.7749
