aX,aY,aZ,gX,gY,gZ
-1.3954,0.0363,-3.9158,-31.1279,35.0342,-141.4185
-1.7795,-0.4392,-4.0000,-85.8154,-268.0054,-167.4194
-2.2589,-1.1699,-3.0309,-59.2041,-499.9389,-144.2871
-2.3411,-0.9779,-1.6561,46.6919,-791.8701,-82.9468
-2.2874,-0.5117,0.1215,57.4951,-822.5097,-83.2519
-2.1350,-0.8627,0.7697,-36.9263,-864.9291,-98.9380
-1.3295,-1.8611,2.6766,-125.5493,-881.1645,-48.0957
-0.8076,-1.4741,3.6477,-308.6548,-762.1459,178.8940
-0.0405,0.7084,3.9999,-258.0566,-610.1685,237.1216
0.1561,1.0013,3.8406,110.7788,-284.7290,100.3418
0.1896,0.0283,2.6346,188.8428,-201.4160,30.7007
0.1377,-0.2246,2.3895,78.1860,-170.7153,26.1841
0.1738,-0.3739,2.2670,16.1133,-159.6680,38.5742
0.2661,-0.3721,2.1588,-20.4468,-135.0098,60.0586
0.3496,-0.1998,2.3164,-20.4468,-131.4087,75.0732
0.5123,0.2992,2.7068,-16.2354,-102.6611,91.6138
0.5481,0.5068,2.7161,-16.4185,-68.4814,85.9985
0.5422,0.7064,2.5385,-46.9971,1.3428,51.2085
0.5325,0.6738,2.5398,-79.1626,24.5361,28.2593
0.4977,0.3385,2.7816,-148.2544,65.7349,-20.2637
0.4607,0.1128,2.8516,-166.0766,100.0976,-41.9311
0.3654,-0.3394,2.7272,-164.5508,188.6597,-75.8057
0.2798,-0.4955,2.5330,-154.7852,233.3374,-85.5102
0.1066,-0.7910,2.0204,-145.8130,308.9600,-95.1538
0.0774,-0.9033,1.9655,-160.8276,342.4682,-80.8716
0.0471,-0.6974,2.2235,-174.1943,358.2153,-68.8477
-0.0574,-0.4607,2.3606,-157.2876,420.7153,-80.2612
-0.4734,-0.3115,2.1056,-115.2344,469.2993,-104.9194
-0.7461,-0.5038,1.8074,-68.3594,563.5376,-154.7241
-1.3796,-0.9016,1.0944,-56.2744,604.0649,-163.1470
