aX,aY,aZ,gX,gY,gZ
-1.2983,0.6273,-3.0260,-22.4609,39.1235,-114.4409
-1.6412,0.7527,-3.5573,-20.1416,-121.5210,-168.2739
-1.7803,0.6027,-3.4348,-0.4883,-230.3467,-217.2851
-1.9199,-0.2133,-2.6135,53.1616,-442.8100,-324.0966
-1.8551,-0.6536,-2.0068,90.2710,-601.2573,-356.9336
-1.4709,-1.1990,-0.5526,90.3320,-653.9306,-338.0127
-1.2434,-1.2955,0.1429,80.6885,-703.6743,-272.8882
-0.6200,-1.6495,1.6505,74.2188,-710.9985,-246.7651
0.0101,-2.1567,2.8016,116.9434,-663.2079,-197.7539
1.3376,-2.3574,3.9999,181.9458,-543.1519,-147.5220
1.6323,-1.8557,3.9958,170.1050,-106.0181,-42.9077
1.6451,-1.4482,2.0354,56.0913,38.5132,-9.9487
1.5703,-1.2578,1.4771,-68.5425,50.9644,59.5093
1.4573,-0.4966,1.2974,-51.2695,46.2036,70.0073
1.4091,-0.4232,1.1641,-9.3384,90.5762,41.4429
1.2678,-0.5255,0.6976,-14.3433,114.2578,41.0767
1.1812,-0.4509,0.4808,-58.4106,142.0288,70.6787
1.0310,-0.2413,0.1956,-79.5288,151.9775,82.0923
0.9666,-0.2130,0.0586,-97.2900,174.1333,87.0972
0.8629,-0.2343,-0.3243,-95.0928,179.3213,87.1582
0.8405,-0.2177,-0.4609,-91.4917,163.6963,87.7075
0.8545,-0.2299,-0.4835,-91.1255,150.0854,86.3037
0.8723,-0.2820,-0.4399,-80.9326,132.5073,86.7920
0.8917,-0.3447,-0.3436,-73.6694,130.6152,91.1255
0.8810,-0.3384,-0.3495,-73.7915,138.0615,101.9897
0.8278,-0.3005,-0.4714,-83.3740,141.4185,105.1025
0.8171,-0.3260,-0.5172,-97.8393,137.2681,106.1401
0.8293,-0.4143,-0.3495,-92.5903,132.4463,109.6191
0.7400,-0.3610,-0.2216,-75.0732,141.0522,124.2065
0.6479,-0.3563,-0.2780,-71.7773,152.8320,129.1504
0.4454,-0.4019,-0.6058,-86.7920,179.9316,137.0239
0.3682,-0.3260,-0.8140,-81.6650,181.1523,153.1372
0.3442,-0.1145,-0.9546,-70.9839,164.5508,155.3345
0.3455,-0.0461,-0.8744,-54.7485,131.4697,145.9351
0.3275,0.0277,-0.6458,-50.5981,125.6103,137.3291
0.3048,-0.0195,-0.5929,-45.5322,135.0098,119.9341
0.2205,-0.1447,-0.6836,-39.5508,143.3105,119.2627
