aX,aY,aZ,gX,gY,gZ
-2.6245,1.2230,-3.3519,-92.6514,205.6274,1.8311
-3.9999,2.4979,-4.0000,-125.9155,65.7349,-44.9219
-3.9999,2.1923,-4.0000,-75.9277,-686.4013,-302.4902
-3.9935,0.1541,-1.5992,-21.0571,-1012.0239,-413.0859
-3.9742,-1.2198,0.4091,4.4556,-1170.8984,-525.6348
-3.6550,-3.9999,3.7863,-28.5034,-1167.6636,-510.1928
-2.5746,-3.9999,3.9999,-167.5415,-1044.1284,-148.7427
0.3802,-2.0535,3.9999,-164.7339,-782.2875,95.5200
1.4646,-0.1506,3.4321,85.7544,-54.6265,130.0659
1.5051,-0.9138,2.3812,167.7246,107.6050,-1.8311
1.5704,-0.9834,1.2034,200.4394,12.8174,-27.8320
1.5902,-0.2649,1.4216,158.8745,-39.9780,52.0019
1.4869,0.2719,1.2505,130.5542,-2.6245,44.5557
1.4800,0.2163,0.8857,88.8061,41.3208,20.4468
1.5352,0.1029,0.5714,68.4204,39.1846,18.1274
1.5020,-0.0010,0.5532,41.8091,37.4756,18.7988
1.2992,-0.2809,0.4839,-18.0054,49.3774,25.6348
1.1729,-0.4215,0.4360,-53.7720,57.9834,34.6069
0.9930,-0.7024,0.3787,-63.1714,56.3965,40.2222
0.9702,-0.7826,0.3977,-76.7212,47.3633,62.1948
1.0350,-0.7252,0.4926,-78.4302,45.1660,74.5239
1.0681,-0.6764,0.4791,-76.5991,53.2227,87.4634
1.0734,-0.5859,0.3076,-77.0874,57.8003,92.4072
1.0632,-0.5206,0.2518,-80.9326,56.0303,99.7925
1.0461,-0.4119,0.2832,-81.4819,52.3071,100.4028
1.0309,-0.3704,0.3392,-81.5430,52.3071,99.1821
1.0011,-0.3397,0.4132,-84.7168,58.8989,99.1821
0.9833,-0.3710,0.3859,-110.8398,84.9609,106.2622
0.9016,-0.3765,0.1763,-126.7090,100.0976,114.9292
0.8290,-0.2922,0.0474,-142.8223,123.3520,130.3711
0.7008,-0.0330,-0.1588,-142.3950,125.4883,131.4697
0.6766,0.0822,-0.1532,-132.2021,114.5630,116.0278
0.6505,0.1013,-0.0266,-127.0142,113.6475,102.4780
0.6212,0.0233,-0.0142,-121.7041,133.6060,84.5337
0.5078,-0.1073,-0.2046,-118.1030,149.1699,83.3740
0.4412,-0.1155,-0.3452,-104.0649,169.3115,88.8672
0.3495,0.0059,-0.5449,-97.3511,170.2270,91.8579
0.3428,0.0995,-0.5485,-87.6465,158.2642,88.0737
0.3699,0.1442,-0.4103,-82.7637,155.0903,79.7729
0.3679,0.0945,-0.3807,-67.4438,169.8608,65.9180
0.3158,0.0592,-0.4471,-56.3354,181.5185,64.0869
0.2811,0.0918,-0.4806,-37.7808,201.8432,64.8804
0.2278,0.1935,-0.5413,-31.5552,210.6933,64.6362
0.2050,0.2079,-0.5771,-21.9727,225.6470,59.9365
0.1290,0.2640,-0.6027,-14.9536,231.5063,58.6548
0.0747,0.3666,-0.5845,3.5400,242.9809,55.2368
-0.0117,0.5198,-0.5488,8.6670,249.6338,48.2788
-0.0544,0.4927,-0.5240,10.7422,266.4795,31.3721
-0.1985,0.4497,-0.4967,10.3149,278.0151,28.4424
-0.3022,0.4711,-0.4722,4.0283,302.4292,26.7334
-0.5453,0.4724,-0.3673,-0.0610,315.6738,24.9634
-0.6809,0.4675,-0.3301,-15.9912,348.3886,25.0244
-0.9668,0.4667,-0.2561,-30.9448,365.0512,24.2920
-1.1270,0.4602,-0.2129,-58.8989,402.2827,15.3809
-1.4949,0.3961,-0.2004,-71.6553,421.6919,6.2256
-1.7206,0.3496,-0.2002,-106.0791,457.4585,-15.0757
-2.2324,0.2793,-0.3215,-132.6904,472.0459,-26.1230
-2.9749,0.0046,-0.3892,-203.8574,482.6049,-54.3823
-3.4868,-0.1548,-0.4720,-271.4233,478.2715,-79.5898
-3.9999,-0.5061,-1.1317,-309.0820,458.1909,-83.5571
-3.9999,-0.4210,-1.7324,-400.3906,309.9365,-34.9731
-3.9883,2.0046,-3.7599,-459.0454,134.9487,-13.6108
-3.9879,3.6351,-4.0000,-476.6235,-731.8725,-290.7104
-3.9999,3.3987,-1.0533,-294.9219,-1325.7445,-705.1391
-3.9999,0.8013,1.9028,-20.2637,-1987.4266,-1780.8226
-3.9998,-3.9999,3.9999,-85.0830,-1999.9388,-1999.9999
-3.9996,-3.9999,3.9999,-707.3364,-1999.9388,-1444.8241
-3.9999,-3.4568,3.9274,-710.9985,-1929.5043,-458.9843
-3.9999,-3.0117,3.9415,-139.0991,-1466.9799,10.4370
-3.9999,-3.9033,3.9999,-26.7334,-1489.5018,-110.2905
-3.9999,-3.0872,3.9999,127.0142,-1117.3706,294.1895
-3.9867,-3.1605,3.9993,139.9536,-710.4492,275.8789
-3.1549,-1.7518,3.9994,103.9429,-307.8003,221.8628
-2.3135,-1.4354,3.9999,111.9995,-256.4087,217.1020
-0.9457,-1.3239,3.9844,150.6348,-184.3262,202.8808
-0.5654,-1.0778,3.7798,137.9395,-33.2642,216.2475
-0.1965,-0.4082,2.5002,110.0464,32.2876,215.4541
-0.0640,-0.0726,1.7896,46.6919,97.1680,178.6499
0.1455,0.1215,0.9059,19.4092,103.3325,139.6484
0.2250,-0.1443,0.6995,-47.1802,105.1636,67.5049
0.3241,-0.5530,0.3127,-68.3594,114.4409,58.8379
0.3251,-0.5487,0.0348,-58.2886,129.0283,60.2417
0.3137,-0.4929,-0.4406,-38.1470,113.7085,56.2744
0.3518,-0.4956,-0.4026,-13.7329,48.8892,49.1333
0.5308,-0.4937,-0.0153,-13.3057,25.0854,48.8892
0.6106,-0.4415,0.1294,-5.5542,10.8032,47.4243
0.6510,-0.2970,0.2574,2.9297,11.4136,41.5649
0.6112,-0.2678,0.3037,22.1558,13.5498,19.6533
0.4604,-0.3118,0.3956,26.4893,14.0991,7.6904
0.3950,-0.4011,0.4691,7.9956,6.9580,-11.4136
0.3900,-0.6838,0.7720,-7.5684,0.7324,-16.1743
0.4460,-0.7885,0.9719,-23.7427,1.4038,-13.0005
0.5548,-0.7494,1.2697,-22.8882,14.6484,-9.8267
0.5664,-0.6768,1.2942,-22.2168,65.1245,-19.7144
0.4928,-0.7150,1.0671,-25.5737,90.6372,-31.0059
0.4202,-0.7562,0.9185,-37.7808,124.6338,-46.7529
0.2947,-0.8315,0.5951,-46.3257,130.6763,-51.8188
0.2770,-0.9224,0.5127,-71.2891,119.2627,-54.9927
0.3668,-1.0544,0.5232,-84.4726,109.4971,-50.7202
0.4458,-1.0497,0.5936,-106.0791,97.8393,-38.4521
