aX,aY,aZ,gX,gY,gZ
-2.4451,1.3429,-1.0706,-102.6001,363.0371,-159.3018
-3.4293,1.3732,-0.9990,-96.5576,330.2002,-217.8345
-3.9053,1.4363,-1.2832,-109.9853,273.7427,-308.5937
-3.9999,1.3964,-3.0123,-166.0156,228.0273,-343.1396
-3.9999,1.0787,-3.9562,-421.7529,-88.0127,-354.5532
-3.9867,1.9807,-3.8556,-472.4731,-518.1885,-346.6797
-3.9957,2.8051,-2.1904,-246.8872,-1550.7811,-605.4687
-3.9999,-1.0469,3.2864,-106.5063,-1823.8524,-865.8447
-3.9999,-3.7152,3.9999,-95.7642,-1803.2836,-983.3373
-3.9996,-3.9999,3.9999,-228.1494,-1688.2933,-693.4203
-3.9998,-3.9999,3.9027,-237.4878,-1582.8246,-59.2651
-3.9999,-3.9279,3.9464,-111.9995,-1748.5961,-22.0947
-3.9999,-3.9999,3.9999,-255.9204,-1644.4701,88.4399
-3.9999,-3.9999,3.9999,-33.2642,-709.8388,496.8261
-3.9999,-3.1530,3.9971,135.0098,-580.2002,553.3447
-3.9349,-1.3719,3.9984,160.2173,-652.1606,643.2495
-2.6996,1.9298,3.9999,107.5439,-592.1021,630.7373
-1.8413,2.1556,3.9940,113.3423,-331.4819,411.1938
-0.9950,1.1140,3.1478,147.5830,-228.3325,281.7383
-0.8616,0.7465,2.4926,48.9502,-206.4819,166.3208
-0.5020,0.4968,2.5828,-24.4751,-219.7876,145.2637
-0.3403,0.3613,2.7017,-33.7524,-132.3242,105.6518
-0.2417,0.0891,2.2271,-7.8735,-78.0640,92.4072
-0.1943,-0.0826,2.0981,5.7983,-28.7476,75.3784
-0.0518,-0.3177,2.0300,5.0049,-5.0659,68.2373
-0.0305,-0.4019,1.7457,6.0425,61.0962,45.7764
-0.0278,-0.6097,0.9696,-10.0708,78.8574,39.3066
0.0044,-0.6782,0.7771,-64.5752,63.3545,52.1240
0.1326,-0.6599,0.8948,-95.5810,53.2837,64.6362
0.1771,-0.5853,0.9327,-136.5356,61.2183,80.8716
0.2251,-0.2882,0.7220,-128.3569,68.4204,83.8623
0.2559,-0.0970,0.5953,-84.1675,66.5283,71.1670
0.3116,0.0574,0.4747,-49.8047,58.1665,54.1382
0.3245,-0.0034,0.5109,-18.0664,38.3301,26.2451
0.3015,-0.1780,0.6720,-11.4136,31.6162,20.5078
0.2866,-0.2354,0.7311,3.2959,23.6206,18.5547
0.2880,-0.2151,0.7843,7.0190,20.5688,20.6299
0.3064,-0.1556,0.8254,5.3101,12.9395,21.8506
0.3450,-0.0598,0.9364,5.6763,11.7187,18.3105
0.3579,-0.0294,0.9515,11.0474,18.6768,4.4556
0.3601,-0.1014,0.8855,11.9629,22.3999,-3.9673
0.3617,-0.1744,0.8640,12.6343,18.4937,-14.7705
0.3730,-0.3085,0.9071,10.6812,14.4653,-16.2354
0.3790,-0.3573,0.9512,5.3711,12.0850,-13.4277
0.3809,-0.4148,0.9834,6.1035,14.4653,-10.5591
0.3748,-0.4093,0.9423,6.2866,19.5923,-2.8687
0.3817,-0.3479,0.9075,2.1973,19.8364,0.0610
0.3948,-0.3375,0.9281,-1.0986,21.6064,-0.1221
0.4062,-0.3402,0.8999,1.4648,24.5361,-1.3428
0.4033,-0.3378,0.8541,5.7983,27.4048,-3.1738
0.3967,-0.3531,0.8073,6.1646,25.8179,-4.2114
0.3934,-0.3696,0.8014,8.0566,21.9727,-5.4932
0.3843,-0.3864,0.7847,8.9111,19.8975,-4.8828
0.3872,-0.3678,0.8036,4.5166,14.9536,-1.9531
0.4072,-0.2981,0.8569,0.3662,13.9160,-1.7090
0.4167,-0.2794,0.8641,-4.0894,13.4277,-6.1646
0.4288,-0.3088,0.8784,-4.0283,13.3667,-9.4604
0.4292,-0.3651,0.8695,0.3662,15.0146,-12.5732
0.4348,-0.4401,0.8550,2.9297,15.1367,-10.3760
0.4406,-0.4377,0.8514,7.1411,15.5029,-3.6011
0.4449,-0.3966,0.8027,8.7280,15.6860,-0.6104
0.4513,-0.3644,0.7946,6.4087,13.9770,2.7466
0.4728,-0.3036,0.7968,4.1504,13.0005,2.1362
0.4797,-0.3048,0.8035,2.6855,11.0474,-3.9062
0.4736,-0.3676,0.8239,2.5024,10.3149,-6.7139
0.4658,-0.3889,0.8275,1.8311,9.6436,-7.9346
0.4540,-0.4166,0.8229,2.8076,9.2163,-7.2632
0.4548,-0.4275,0.8252,4.6997,7.0190,-3.5400
0.4714,-0.4033,0.8447,4.9438,6.3477,-1.3428
0.4761,-0.3835,0.8394,5.1270,6.5918,0.3662
0.4797,-0.3566,0.8322,4.1504,6.2256,-0.0610
0.4832,-0.3524,0.8434,0.2441,5.7373,-2.3804
0.4856,-0.3616,0.8478,-1.3428,6.4087,-3.8452
0.4818,-0.3811,0.8379,-2.6245,6.6528,-5.4321
0.4774,-0.4125,0.8406,-2.1973,6.4087,-4.5776
0.4751,-0.4060,0.8348,-0.3662,7.3853,-1.7090
0.4673,-0.3790,0.7969,0.1221,7.6904,-1.0376
0.4667,-0.3699,0.7849,-1.5869,6.1035,-0.3662
0.4758,-0.3512,0.8058,-3.4180,5.0659,-0.4272
0.4786,-0.3562,0.8037,-3.7231,5.3711,-2.0752
0.4797,-0.3584,0.7887,-2.3804,5.4932,-2.6855
0.4872,-0.3531,0.7987,-1.1597,4.0894,-3.4180
0.4879,-0.3665,0.8009,1.5259,4.1504,-5.3101
0.4834,-0.3955,0.7781,2.5635,3.8452,-5.4932
0.4838,-0.3988,0.7837,1.0376,1.2817,-4.5776
0.4814,-0.4098,0.8038,0.4272,0.6714,-4.1504
0.4783,-0.4189,0.8044,0.3052,-0.3052,-2.7466
0.4750,-0.4144,0.8174,-0.4272,-1.3428,-1.6479
0.4763,-0.4071,0.8381,-2.3804,-2.9297,-0.1831
0.4808,-0.3894,0.8589,-2.6245,-2.2583,0.0000
0.4827,-0.3817,0.8551,-2.9297,-1.0376,-1.0376
