aX,aY,aZ,gX,gY,gZ
-1.5543,0.6526,-3.4662,5.8594,-148.4375,-122.2534
-1.9492,0.6669,-3.6901,25.4517,-366.3940,-196.8384
-2.6930,0.3514,-3.1501,51.2695,-495.1782,-245.3003
-2.9170,-0.1038,-2.4563,94.9097,-697.5707,-327.4536
-3.0859,-0.9390,-1.1732,95.8862,-753.6620,-337.4023
-3.1025,-1.0637,-0.5312,38.6963,-833.9843,-303.2837
-2.9564,-1.5195,1.1044,-13.4277,-863.0981,-281.0059
-2.5374,-2.0817,2.2350,-95.2148,-889.7704,-268.7378
-0.9418,-3.2804,3.9999,-77.6978,-839.1113,-218.6889
-0.2156,-2.4149,3.9999,188.7207,-465.8203,26.9775
0.3157,-0.9591,3.6116,227.2949,-249.3286,23.8037
0.4663,-1.9946,2.7871,24.2920,-100.5859,-36.7432
0.5964,-1.9399,2.6490,-41.4429,-103.1494,-5.1880
0.8275,-1.1617,2.4468,2.7466,-80.0171,52.4902
0.9008,-0.8678,2.3538,37.9639,-60.1807,57.9834
1.0078,-0.4283,2.3038,28.9917,-21.3623,64.5752
1.0449,-0.3217,2.3290,-5.1880,31.4941,59.6313
1.0120,-0.3300,2.2760,-12.3901,67.4438,53.5889
0.9159,-0.3666,2.0883,-28.5645,151.6724,45.8984
0.6783,-0.5907,1.5183,-40.5884,187.8662,43.9453
0.5891,-0.7184,1.3269,-54.5654,232.1167,53.5889
0.4686,-0.8221,1.1262,-60.7300,246.8872,62.6831
0.4447,-0.8650,1.1204,-75.2563,271.6064,79.5288
0.4053,-0.8198,1.1140,-73.5474,288.2080,86.7309
0.3740,-0.7676,1.0363,-61.6455,326.9653,94.1772
0.2710,-0.6121,0.7073,-54.9316,343.4448,96.1304
0.2147,-0.5525,0.4957,-49.1333,365.5395,96.3135
0.1460,-0.4839,0.1016,-51.5747,368.2251,97.1069
0.1393,-0.4332,-0.0144,-61.9507,352.2339,98.6328
0.1067,-0.3793,-0.1255,-68.2983,346.3745,96.4355
0.0739,-0.3777,-0.2468,-72.8149,345.7031,90.1489
-0.0050,-0.3938,-0.5479,-70.4956,341.8579,87.8906
-0.0331,-0.4015,-0.7119,-70.6787,324.3408,89.5996
-0.0267,-0.3177,-1.0186,-75.6836,308.5937,93.1396
0.0071,-0.2438,-1.0822,-82.0923,261.9629,92.1020
0.0640,-0.1851,-0.9758,-75.1953,239.0747,84.8389
0.0698,-0.2157,-0.9313,-46.7529,212.7075,69.7021
0.0753,-0.2987,-0.9728,-32.8369,204.2236,67.8101
0.0945,-0.3198,-0.9878,-17.2119,183.2886,75.9277
0.1305,-0.2273,-0.9449,-11.9019,173.7060,82.4585
0.1409,-0.1486,-0.9580,0.4272,160.7056,86.7920
0.1709,-0.0671,-0.9979,7.2021,153.3203,84.7168
0.1904,-0.0560,-0.9945,18.5547,137.6953,83.3740
0.2064,0.0189,-0.9940,22.5220,131.1646,84.4726
0.2052,0.0620,-0.9980,25.9399,119.4458,83.2519
0.2139,0.0632,-1.0107,26.0010,113.8306,81.2988
0.2214,0.0643,-1.0264,26.7944,103.2104,80.6274
0.2280,0.1218,-1.0471,26.3062,97.2290,80.8716
0.2231,0.1715,-1.0323,26.7944,84.4726,77.2705
0.2185,0.2445,-0.9640,27.4658,79.4678,72.0825
0.2219,0.2327,-0.9382,26.6113,75.5615,60.2417
0.2189,0.1683,-0.9401,25.3296,75.1343,57.9834
0.2128,0.1611,-0.9341,17.2729,73.5474,61.7065
0.1951,0.1482,-0.8771,8.6060,73.6084,65.3687
0.1763,0.1606,-0.8635,-11.2915,78.6133,73.9136
0.1273,0.2684,-0.9000,-16.5405,81.6040,75.0732
0.1051,0.3135,-0.9200,-13.5498,83.8013,63.5376
0.0704,0.2701,-0.9222,-10.8643,83.5571,54.2603
0.0441,0.2010,-0.9088,-13.7329,84.6558,45.1660
