aX,aY,aZ,gX,gY,gZ
-3.7520,1.3746,-3.4191,-67.0166,354.5532,67.6270
-3.9999,2.8850,-4.0000,-102.7222,142.9443,77.6367
-3.9999,4.0000,-4.0000,3.5400,-255.5542,-138.1226
-3.9838,2.8278,-3.0411,205.2612,-1046.2036,-1024.4751
-3.9911,-3.2744,0.7690,184.8755,-1119.4458,-1337.2191
-3.7782,-3.9999,2.7821,-258.6670,-1097.2290,-1144.1040
-0.3905,-3.9999,3.9999,-381.4697,-1051.5137,-514.9536
2.0315,-0.6714,3.8073,-51.2695,-281.7993,435.6689
2.2484,0.3921,3.1423,44.9829,94.5434,322.9980
2.2496,-1.1768,2.3740,180.7251,108.7646,-93.3838
2.0045,-0.8872,2.2075,195.4956,44.8608,-48.1567
1.1833,1.3342,1.1727,170.6543,114.1968,143.3105
0.9734,1.5177,0.5386,140.5640,170.0439,122.9248
0.9307,1.2273,0.0272,66.4063,190.8569,32.6538
0.9099,0.7894,-0.6827,16.3574,176.6968,31.2500
0.8317,0.6403,-1.0538,-76.1719,138.3667,41.6260
0.8165,0.3271,-1.0352,-99.6094,112.1216,26.3672
0.8132,-0.4199,-0.8761,-134.8267,67.0166,10.7422
0.8098,-0.5579,-0.7844,-147.2778,48.7671,29.1748
0.8346,-0.3373,-0.5942,-128.9673,21.1182,82.5195
0.8652,-0.2302,-0.5559,-117.6147,14.0381,96.7407
0.9299,-0.0885,-0.5016,-125.0000,5.0049,109.5581
0.9410,-0.0316,-0.4332,-134.5215,-0.6104,110.2295
0.9572,-0.0997,-0.2561,-138.9771,0.7324,106.2622
0.9316,-0.2048,-0.2283,-152.0996,20.8130,108.8257
0.7972,-0.2986,-0.4965,-161.6821,36.1328,118.2861
0.7236,-0.2595,-0.6609,-179.3823,52.2461,139.0381
0.6346,-0.1024,-0.8101,-181.7627,52.0019,144.9585
0.6053,-0.0630,-0.8140,-183.8379,50.9644,145.6299
0.5292,-0.0458,-0.8257,-174.2554,54.1382,144.6533
0.4750,-0.0225,-0.8702,-134.7046,60.3638,141.9678
0.4149,0.0371,-0.9181,-122.0093,58.2275,138.1226
0.4116,0.0167,-0.8514,-104.9805,52.3071,127.5024
0.4021,-0.0826,-0.7257,-96.6186,56.8848,124.3286
0.3650,-0.0994,-0.7324,-72.8760,76.2329,123.2910
0.2538,-0.0557,-0.8643,-61.2183,84.5947,124.5117
0.2181,-0.0004,-0.9374,-46.8750,86.6699,127.3193
0.2074,0.1620,-0.9604,-39.9170,82.0923,125.7934
0.2272,0.2040,-0.9197,-13.1836,74.0356,112.5488
0.2666,0.1139,-0.8571,-3.3569,73.9136,108.4595
0.2698,0.1613,-0.8424,7.0190,75.4395,114.6240
0.2596,0.3977,-0.7351,7.7515,75.5005,113.5254
0.2557,0.4083,-0.6776,7.2632,84.8999,99.1821
0.2316,0.3098,-0.7053,8.8501,94.0552,95.3979
0.1960,0.2700,-0.7565,6.9580,110.9619,98.9380
0.0917,0.3265,-0.8789,7.2632,117.0654,104.5532
0.0381,0.4277,-0.9202,8.3618,119.0185,106.3232
-0.0398,0.5775,-0.9277,9.2163,116.4551,96.4355
-0.0632,0.5354,-0.9121,9.7046,111.7554,68.7866
-0.1205,0.4409,-0.8701,11.6577,112.1216,60.3638
-0.1626,0.4037,-0.8862,21.7895,119.3237,47.0581
-0.2498,0.2640,-0.9760,27.4048,122.4976,41.8701
-0.2776,0.2294,-1.0060,34.2407,120.2393,44.2505
-0.2947,0.4211,-0.9734,31.3110,114.9292,49.6216
-0.2889,0.5422,-0.9274,8.1177,104.1870,47.4243
-0.2756,0.6582,-0.8427,1.5869,100.4028,39.4287
-0.2649,0.6602,-0.8120,9.9487,98.5107,15.2588
-0.2594,0.5388,-0.8160,20.0806,100.3418,2.3193
-0.2699,0.4178,-0.8361,18.7988,100.6470,-6.2256
-0.2920,0.3679,-0.7373,3.1738,97.1069,2.9907
-0.3065,0.4750,-0.6184,-27.1606,98.8769,21.1182
-0.3795,0.6082,-0.4825,-31.8603,108.5205,19.2261
-0.4373,0.5504,-0.4950,-34.7290,132.9956,6.6528
-0.5691,0.4199,-0.5498,-42.5415,141.0522,7.2021
-0.6410,0.3965,-0.5448,-78.1860,146.6064,20.4468
-0.7946,0.4485,-0.4718,-98.2666,146.9116,26.0620
-0.9658,0.4757,-0.3646,-130.3711,148.7427,20.8740
-1.0886,0.4493,-0.3059,-147.7661,152.4048,12.1460
-1.4460,0.3942,-0.2772,-170.1660,168.1518,-7.5073
-1.7173,0.3812,-0.2098,-177.2461,173.5840,-19.8975
-2.5792,0.3638,0.1564,-191.2231,183.2886,-55.6641
-3.2109,0.1938,0.3342,-261.9019,218.9331,-111.4502
-3.9999,-0.3514,-0.0581,-340.2099,239.5630,-128.7231
-3.9999,-0.3450,-1.2365,-566.8335,189.8804,-141.9678
-3.9875,0.9038,-4.0000,-635.3760,10.0708,-203.7964
-3.9825,0.9982,-4.0000,-288.0859,-1125.2441,-787.9028
-3.9999,-3.3547,0.0228,-0.4272,-1782.7758,-1233.5815
-3.9999,-3.9999,2.8423,142.3950,-1999.9388,-1838.5009
-3.9999,-3.9999,3.9999,-209.2285,-1999.9388,-1763.6107
-3.9995,-3.9417,3.9999,-630.8594,-1977.7220,-163.5742
-3.9999,-3.8022,3.9260,-147.7051,-1796.9969,702.0263
-3.9999,-3.3645,3.9647,783.3862,-988.4033,834.1674
-3.9999,-3.7482,3.9999,619.1406,-942.8100,461.1206
-3.9999,-3.4797,3.9999,322.9370,-741.8212,514.5874
-3.4999,-0.8113,3.9985,387.2070,-392.5781,573.4253
-2.3059,0.2715,3.4071,420.1049,36.1938,394.8974
