aX,aY,aZ,gX,gY,gZ
-0.9313,0.9521,-3.5248,-8.3618,-4.5166,-48.3398
-1.1257,0.9524,-3.9158,18.6157,-215.4541,-141.9067
-1.3279,0.3630,-2.9742,48.8281,-360.7788,-202.1484
-1.2466,-0.0763,-1.8872,82.8247,-565.0635,-279.8462
-0.4900,-1.2732,0.4734,68.9087,-606.8726,-288.6353
0.2036,-1.7690,1.8251,72.0825,-581.7871,-217.4072
1.5129,-1.5723,3.7954,102.1118,-469.8486,-149.5361
1.8060,-1.2804,3.4799,86.4258,-108.3984,-52.9785
1.7251,-1.1493,1.2559,34.5459,13.9160,-15.4419
1.5698,-0.8107,0.6165,-8.8501,48.1567,65.0024
1.3372,-0.0310,0.3877,-1.9531,35.7056,68.3594
1.1820,-0.1204,0.2609,14.5264,46.2036,23.0713
1.1036,-0.1798,0.1150,16.5405,60.1807,14.3433
0.9490,-0.0878,-0.1091,2.5635,71.2280,28.0762
0.8799,-0.0292,-0.2155,-9.3994,74.8291,35.8887
0.7819,-0.0087,-0.4564,-34.2407,82.7026,44.9219
0.7582,-0.0190,-0.5188,-46.1426,80.2612,49.8047
0.7557,-0.0078,-0.5016,-68.5425,68.0542,61.2793
0.7644,0.0038,-0.4786,-85.7544,63.5376,66.3452
0.7693,-0.0022,-0.4877,-90.3931,64.9414,66.3452
0.7607,-0.0122,-0.5323,-87.3413,69.8242,65.5518
0.7275,0.0026,-0.6119,-85.9375,71.2891,65.0635
0.7201,0.0073,-0.6417,-81.6040,72.2046,60.0586
0.7136,-0.0305,-0.6989,-73.7305,71.1670,57.4951
0.7133,-0.0656,-0.7141,-61.5845,67.9932,58.5937
0.7043,-0.1509,-0.7046,-55.1147,67.2607,62.4390
0.6951,-0.1760,-0.7052,-38.8794,70.1904,75.3784
0.6703,-0.1410,-0.7079,-39.9780,72.3267,82.5195
0.6689,-0.1014,-0.7256,-58.6548,77.3926,88.5010
0.5956,-0.1019,-0.6981,-36.5601,78.0029,88.8061
0.6060,-0.1464,-0.6108,43.2129,82.0312,99.6094
0.6277,-0.1317,-0.7109,1.2207,96.9849,109.3140
0.5822,-0.1210,-0.8641,-27.7710,107.7881,129.0894
0.5155,-0.0078,-0.9033,-31.4331,98.6328,139.7095
0.4932,0.0908,-0.8168,-50.3540,88.0127,145.8130
0.4479,0.1655,-0.8058,-50.1709,92.2241,141.2354
0.4357,0.1437,-0.8599,-45.6543,96.1304,135.9863
0.3883,0.2083,-0.8308,-45.1660,93.3838,137.9395
0.3467,0.2834,-0.8053,-41.1987,95.0317,129.0283
0.2487,0.2363,-0.8503,-31.0059,98.2056,115.9668
0.2056,0.1875,-0.9135,-10.1318,101.4404,99.7925
0.1390,0.1864,-1.0055,-3.4180,98.3887,98.0835
0.1244,0.2408,-0.9594,15.6250,86.3037,97.5952
0.1144,0.3685,-0.8096,26.1841,84.1675,95.3369
0.1014,0.4208,-0.7960,44.4336,91.1255,84.7778
0.0708,0.4647,-0.9070,51.8799,94.9097,77.2705
0.0728,0.4636,-0.9458,57.1899,90.5151,65.8569
0.1023,0.4561,-0.8810,44.1284,84.2285,63.8428
0.1080,0.4816,-0.7939,0.3052,77.5757,62.9272
0.0533,0.5562,-0.5939,-22.2168,80.9326,57.4341
-0.0027,0.5110,-0.5432,-20.9961,103.7598,34.9121
-0.1244,0.3010,-0.6808,-8.5449,118.8354,27.2217
-0.1921,0.2771,-0.8878,-9.5215,134.1553,30.7617
-0.2062,0.3680,-0.8817,-19.8975,131.7139,34.7900
-0.2318,0.5385,-0.8459,-12.2681,128.7842,27.8931
