aX,aY,aZ,gX,gY,gZ
-1.9972,1.1443,-3.9331,-23.3154,70.8618,-122.6807
-3.1010,1.1588,-4.0000,-10.8032,-226.1352,-254.1504
-3.6960,0.7189,-3.7614,74.8901,-710.8154,-450.6836
-3.9999,-0.7792,-1.8373,126.4648,-857.4218,-527.6489
-3.9999,-1.5513,-0.7460,142.0288,-957.8857,-554.0161
-3.2791,-3.1582,1.6467,84.1675,-971.4965,-505.8593
-2.0542,-3.9266,3.1490,-18.4937,-950.2563,-303.1006
0.6516,-3.3586,3.9999,48.1567,-797.7294,-139.0381
1.2817,-2.0392,3.9999,179.5654,-170.0439,29.3579
1.4957,-1.6040,2.8101,103.5156,15.6250,-0.9155
1.4943,-1.7571,2.3995,41.8701,-1.0376,6.2256
1.5299,-1.0323,2.2903,83.3130,-6.6528,28.1982
1.5063,-0.7699,2.0815,130.7373,74.8291,38.8794
1.3900,-0.4575,1.2916,113.7085,114.7461,50.4150
1.3375,-0.2465,0.9717,54.5044,145.9351,77.2705
1.2471,0.0157,0.6519,37.3535,150.3906,79.1626
1.1740,0.0171,0.5332,9.9487,170.8374,71.7163
0.9857,-0.1571,0.2241,-10.7422,186.6455,69.8853
0.9036,-0.3391,0.0344,-52.1240,204.4678,75.9888
0.8153,-0.5948,-0.2900,-70.7397,198.8525,88.4399
0.8080,-0.5710,-0.3760,-108.7036,172.2412,118.0420
0.8304,-0.3496,-0.4170,-124.8169,157.2266,124.5117
0.8651,-0.3025,-0.3832,-148.4375,129.5166,110.8398
0.9203,-0.4369,-0.1995,-151.3672,120.0561,101.1352
0.9120,-0.5076,-0.1276,-156.3110,124.8779,98.3276
0.8522,-0.5483,-0.1415,-162.3535,133.4229,102.7832
0.8090,-0.5461,-0.1670,-167.6025,148.4375,110.9009
0.7002,-0.4873,-0.2513,-159.5459,154.6631,114.5019
0.6509,-0.4547,-0.3085,-141.7847,162.7807,120.1172
0.5842,-0.4459,-0.3723,-140.0146,165.5884,122.5586
0.5510,-0.4263,-0.4191,-136.8408,175.9643,126.5869
0.4670,-0.3025,-0.5413,-128.6011,178.7720,126.6479
0.4243,-0.2609,-0.5763,-113.4033,175.1709,120.4834
0.3671,-0.3466,-0.5664,-107.2998,171.6308,117.1265
0.3398,-0.3784,-0.5190,-83.9233,170.6543,122.7417
0.2567,-0.3134,-0.5126,-73.2422,177.1850,127.3193
0.2103,-0.2609,-0.5691,-56.7017,192.0166,130.8594
0.1115,-0.1760,-0.7129,-45.8984,196.8384,130.7983
0.0768,-0.0901,-0.7838,-20.5078,197.8760,129.8218
0.0658,0.1298,-0.7388,-7.5684,190.9790,124.7559
0.0242,0.1266,-0.5756,16.9067,188.0493,99.8535
-0.0291,0.0327,-0.6428,36.6211,199.4018,87.2803
-0.1490,0.0154,-0.9081,64.2090,221.6797,83.0688
-0.1968,0.0471,-1.0083,64.7583,223.6328,86.1206
-0.2389,0.1132,-1.0928,38.5742,211.1206,94.2383
-0.2411,0.2019,-1.0651,26.1230,200.8056,98.4497
-0.2440,0.2936,-1.0801,20.5078,188.3545,89.1113
-0.2512,0.2848,-1.1626,21.1792,185.5469,77.5757
-0.2567,0.3751,-1.2205,16.9678,169.3725,64.8193
-0.2433,0.4131,-1.1489,10.4980,156.9214,60.5469
-0.2395,0.3127,-0.9839,-0.9766,140.4419,49.3774
-0.2598,0.2781,-0.9518,-4.6387,139.2822,47.4243
-0.3043,0.2915,-0.8976,-10.5591,139.7095,49.9268
-0.3280,0.3116,-0.8496,-16.1743,139.4043,51.7578
-0.3984,0.3767,-0.7333,-29.5410,140.5640,55.2368
-0.4464,0.4202,-0.6578,-41.8701,144.4702,55.5420
-0.5714,0.4939,-0.5935,-47.1802,147.9492,52.2461
-0.6346,0.4969,-0.6166,-70.4346,148.4375,40.1611
-0.7594,0.4646,-0.5994,-87.5244,143.5547,33.3252
-0.8409,0.4384,-0.5582,-114.6851,134.9487,19.0430
-1.0597,0.4232,-0.5216,-126.0986,131.5308,12.8784
-1.1997,0.4686,-0.5133,-152.4048,120.1172,-3.9062
-1.5516,0.5996,-0.4625,-164.4897,111.5723,-19.7754
-1.7961,0.6664,-0.4036,-176.0254,93.0176,-74.5850
-2.5676,0.7152,-0.2769,-175.5981,82.5195,-116.0889
-3.1547,0.6433,-0.1685,-169.0063,48.3398,-218.6279
-3.9999,0.8076,-0.0222,-166.7480,25.2686,-269.3481
-3.9999,1.3461,-0.4539,-170.1660,-62.3779,-409.3017
-3.9915,2.1597,-2.5609,-200.7446,-189.8193,-563.1104
-3.9824,1.7474,-3.3840,-289.7339,-756.9579,-1082.2754
-3.9999,0.0947,-1.2870,-255.7983,-1142.4561,-1376.5258
-3.9999,-1.6371,1.1801,9.9487,-1626.2816,-1949.3407
-3.9999,-3.9999,1.9506,26.0010,-1621.6429,-1999.9999
-3.9995,-3.9999,1.7520,40.1001,-1520.6908,-1254.9438
-3.9999,-3.9470,1.4437,146.2402,-1317.0775,-657.8979
-3.9999,-3.9447,0.6589,113.0981,-1102.9053,-577.4536
-3.9999,-3.9999,3.6982,106.2012,-1161.6821,-478.2715
-3.6210,-3.9999,3.9999,212.8906,-927.4902,62.6831
-2.9493,-3.9604,3.9999,231.0181,-724.5483,167.1142
-1.7292,-2.6779,3.4673,281.6772,-454.9560,171.3257
-1.3414,-2.0481,2.8534,295.1660,-394.1040,115.0513
-0.6826,-1.9294,2.1440,209.2285,-359.2529,15.8691
-0.4287,-1.7972,2.0475,155.3955,-341.3696,16.2354
-0.1853,-1.1405,1.9202,113.2812,-275.8789,37.1704
-0.1072,-0.8616,1.8501,69.6411,-199.5239,11.8408
0.1561,-1.0575,1.8030,27.2217,-161.7431,-10.9863
0.2788,-1.1218,1.8322,-154.7241,-50.3540,-20.2026
0.4438,-0.9847,1.2654,-241.8213,17.4561,-21.1182
0.4872,-1.0487,0.8268,-101.1352,45.8374,-9.2163
0.4944,-1.0225,0.5303,-3.7842,29.5410,5.3711
0.5024,-0.9469,0.4232,73.7305,22.6440,24.4751
0.5505,-0.8447,0.2684,72.2656,21.9727,27.5269
0.5851,-0.7982,0.2441,62.6831,20.0195,30.5786
0.6245,-0.6318,0.2524,52.6733,21.4233,30.8838
0.5985,-0.5421,0.2405,19.1040,30.7617,21.8506
0.4716,-0.5333,0.1066,5.4321,34.5459,12.3291
0.4088,-0.5999,0.0344,-5.0049,28.7476,-5.3711
0.3910,-0.7611,-0.0090,-9.0332,19.4702,-11.1694
0.4387,-0.8347,0.0663,-16.6626,-4.1504,-13.1226
0.5603,-0.8525,0.3503,-14.3433,-10.4370,-8.9722
