aX,aY,aZ,gX,gY,gZ
1.1321,-0.8467,1.9110,-17.6392,121.4600,64.8804
1.0417,-0.8120,1.7520,-7.0190,173.3398,75.6226
0.8425,-0.6472,1.4468,-3.0518,192.7490,78.0029
0.7279,-0.6029,1.3206,3.1738,226.3794,73.3643
0.5111,-0.5443,1.0845,4.8828,243.2861,70.8008
0.4232,-0.4667,0.9861,10.5591,275.0244,67.5049
0.2437,-0.3788,0.7665,10.9863,290.4053,62.1338
0.1570,-0.3832,0.6649,9.0942,318.1152,52.8564
-0.0201,-0.2609,0.5229,16.2964,332.0923,51.2695
-0.1112,-0.1608,0.4114,44.2505,362.1216,43.1519
-0.2625,-0.0205,0.1981,55.0537,372.1313,35.2173
-0.3353,-0.0028,0.1570,66.5283,388.9160,16.6626
-0.4784,0.0103,0.0748,68.2983,402.0385,10.5591
-0.5400,0.0963,0.0232,73.2422,429.6875,7.7515
-0.6705,0.4152,-0.0994,79.7729,441.4062,3.9062
-0.7502,0.5278,-0.1677,81.4209,458.6181,-19.5923
-0.9423,0.6248,-0.2800,78.1250,462.9516,-34.4238
-1.0509,0.6406,-0.3385,70.5566,470.1538,-61.9507
-1.2788,0.6522,-0.5410,61.5845,472.9614,-73.6694
-1.3695,0.6323,-0.6050,34.7290,462.9516,-96.7407
-1.5529,0.5029,-0.4686,16.2354,455.5664,-108.2153
-1.6635,0.4332,-0.4020,-24.9634,460.2661,-120.7886
-1.8490,0.4327,-0.5675,-44.0063,465.4541,-122.9248
-1.9091,0.4714,-0.7393,-70.9839,445.3735,-139.0991
-2.0079,0.4448,-1.0016,-84.8389,416.8701,-154.3579
-2.0599,0.3655,-1.0856,-125.6714,341.2475,-182.2510
-2.1874,0.0861,-1.1405,-150.5737,298.3398,-187.4389
-2.3153,-0.0221,-1.1295,-201.0498,218.3838,-169.8608
-2.8251,-0.0840,-1.2577,-220.8252,182.4951,-153.1982
-3.8193,-0.1371,-1.7891,-277.9541,114.7461,-105.4687
-3.9999,-0.2435,-2.4917,-334.2895,81.5430,-63.2935
