timestamp,aX,aY,aZ,gX,gY,gZ
0,-0.2494,-1.4409,2.7512,-63.7817,-64.9414,40.4053
10,-0.3296,-1.4495,2.7122,-113.7695,112.1826,85.2661
20,-0.4158,-1.3335,1.7203,-125.6103,191.1621,109.436
30,-0.3617,-1.1105,1.0043,-87.4023,265.625,159.9121
40,-0.1536,-0.5334,0.0408,-72.0825,249.6948,174.4385
50,0.1039,0.5033,-0.7683,-48.7671,184.2041,167.1142
60,0.2498,1.0437,-1.2675,-28.4424,143.2495,131.5918
70,0.3452,0.8979,-1.3566,-38.8794,3.7231,-15.8691
80,0.2883,0.2955,-0.9756,-124.2065,-116.8213,-125.4272
90,0.1738,-0.4838,-0.4286,-141.9067,-143.4326,-131.4697
100,0.1263,-0.5762,-0.2637,-98.6328,-173.1567,-105.1636
110,-0.0209,-0.4314,0.0684,-54.1382,-183.7158,-87.4634
120,-0.0803,-0.299,0.1506,-10.2539,-198.3032,-78.125
130,-0.2131,-0.3157,0.2106,-22.3999,-215.5151,-86.4258
140,-0.3164,-0.3715,0.3123,-51.2695,-268.7988,-95.3369
150,-0.5553,-0.4657,0.9565,-56.5186,-294.4336,-94.9707
160,-0.6521,-0.566,1.6045,-46.0815,-304.5654,-95.9473
170,-0.6758,-0.8611,2.5366,-40.5884,-256.958,-93.811
180,-0.6637,-1.0251,2.7213,-53.6499,-126.831,-73.7305
190,-0.7212,-1.3522,3.0586,-61.5234,-71.4111,-54.2603
200,-0.8422,-1.3408,3.0885,-42.1143,48.0347,9.9487
210,-0.8987,-1.1154,2.9331,-22.3999,108.0322,46.6309
220,-0.9412,-0.7985,2.4622,-41.3208,207.7026,78.064
230,-0.9238,-0.8098,2.1428,-75.4395,248.7182,75.5615
240,-0.8414,-0.828,1.4066,-120.4224,306.5796,75.1953
250,-0.7963,-0.7578,1.207,-114.563,315.1245,85.3882
260,-0.7594,-0.5143,1.2031,-99.0601,315.979,88.6841
270,-0.7415,-0.3693,1.0627,-72.1436,346.0083,86.1206
280,-0.6278,-0.0541,0.4832,-73.7305,354.9804,79.1016
290,-0.5369,0.0883,0.1595,-98.3276,347.7173,50.415
300,-0.2888,0.2637,-0.5522,-104.0649,334.0454,29.6631
310,-0.1385,0.2733,-0.8141,-93.75,274.292,-16.9067
320,0.1338,0.2449,-1.073,-78.7964,235.9619,-37.3535
330,0.2393,0.1984,-1.1785,-61.0352,158.3252,-70.5566
340,0.4037,-0.0714,-1.3972,-63.9648,115.9668,-81.9092
350,0.4523,-0.1783,-1.4248,-62.439,20.3247,-81.9702
360,0.448,-0.1879,-1.3856,-52.063,-26.5503,-75.5615
370,0.4052,-0.1146,-1.3639,-17.8223,-118.4082,-65.918
380,0.2393,0.0476,-1.135,2.9907,-166.748,-67.0776
390,0.1267,0.0886,-0.9692,19.043,-250.6103,-80.5664
400,-0.1797,0.0396,-0.7145,11.7187,-289.3066,-89.2334
410,-0.3622,0.0001,-0.5513,6.958,-372.9858,-101.3184
420,-0.76,0.0413,0.1243,8.9111,-412.7197,-108.8257
430,-0.9142,0.0223,0.6772,14.9536,-448.3032,-141.7847
440,-1.0125,-0.4391,1.5002,18.6157,-426.2085,-161.3159
450,-1.0264,-1.062,1.2538,33.8745,-349.9145,-162.6587
460,-1.0851,-1.2222,1.2791,46.6919,-339.9048,-141.2354
470,-1.2384,-1.2159,2.0706,68.6035,-358.5815,-85.2051
480,-1.2832,-1.1387,2.4554,62.9883,-307.1899,-48.584
490,-1.2992,-1.1162,2.9015,51.0864,-256.3477,-40.7104
500,-1.2809,-1.1774,3.0797,29.9072,-152.2827,-25.0244
510,-1.2191,-1.2657,3.2222,20.4468,-94.7266,-11.5967
520,-1.189,-1.249,3.1184,-2.8687,19.9585,22.9492
530,-1.1656,-1.0702,2.8727,-17.6392,67.749,40.1001
540,-1.1615,-0.9658,2.7238,-55.1147,160.6445,60.73
550,-1.1252,-0.8572,2.1465,-75.1953,204.3457,65.4907
560,-1.1014,-0.8223,1.8712,-97.3511,261.6577,76.9043
570,-1.0955,-0.6698,1.759,-94.7876,280.2734,84.5337
580,-1.1107,-0.5688,1.7487,-88.2568,332.2754,95.2148
590,-1.0912,-0.4265,1.2618,-97.229,364.8071,95.2759
600,-1.0243,-0.3995,0.8597,-115.1123,398.6206,91.98
610,-0.7997,-0.3291,0.3296,-112.0605,386.7798,92.7734
620,-0.6808,-0.2632,0.2373,-84.8999,354.3091,95.52
630,-0.4669,-0.1165,0.0121,-74.646,346.4355,94.7876
640,-0.363,-0.0028,-0.1525,-67.0166,324.0966,87.3413
650,-0.0927,0.2278,-0.4884,-74.1577,303.9551,73.2422
660,0.056,0.2074,-0.6853,-98.6328,249.6948,28.9917
670,0.3192,0.1134,-0.9479,-92.041,213.501,14.8926
680,0.4081,0.1547,-1.0128,-56.0913,132.4463,2.9907
690,0.4955,0.318,-0.9971,-45.2881,90.0879,-5.3101
700,0.5063,0.3578,-0.9399,-40.8936,12.8174,-35.2783
710,0.4896,0.2632,-0.9114,-38.3301,-20.4468,-51.7578
720,0.4568,0.2001,-0.9324,-20.9961,-89.9048,-72.998
730,0.322,0.1243,-0.8274,-9.2163,-128.6011,-79.2236
740,0.1243,0.0769,-0.6821,13.7939,-202.3926,-88.3179
750,-0.012,0.088,-0.5852,19.2871,-239.5019,-92.102
760,-0.343,0.1901,0.0624,18.7988,-318.4204,-104.3701
770,-0.4849,0.1752,0.5475,15.3809,-347.1679,-117.6758
780,-0.6198,-0.1915,1.1498,18.7378,-347.9614,-151.9775
790,-0.6376,-0.4901,1.1719,40.1001,-309.1431,-156.0059
