timestamp,aX,aY,aZ,gX,gY,gZ
0,-0.2004,-1.4706,-2.5288,116.2109,162.1094,17.1509
10,-0.1416,-1.0663,-2.2231,130.8594,62.1948,45.8374
20,-0.0125,-0.6112,-1.2155,68.4204,-88.9893,44.4946
30,0.0245,-0.5625,-0.7379,5.6763,-145.5078,12.7563
40,0.0488,-0.7682,-0.2585,-12.207,-144.2261,-2.8076
50,0.0291,-0.9115,-0.3083,-27.0386,-144.8364,-8.9111
60,-0.0471,-0.9293,-0.2039,-25.0244,-159.4238,-1.6479
70,-0.0853,-0.8671,-0.0546,-14.7095,-185.73,6.2256
80,-0.1229,-0.7889,0.3081,-11.1084,-190.7348,3.418
90,-0.1132,-0.8313,0.4712,-17.8223,-179.9927,-11.2915
100,-0.0638,-0.9805,0.8312,-22.8882,-163.8794,-18.0054
110,-0.031,-1.0543,0.8776,-26.3062,-100.1587,-24.4141
120,0.0146,-1.1876,0.5039,-29.9072,-70.0684,-22.0947
130,0.0149,-1.1989,0.3368,-29.3579,-48.0957,-7.8735
140,0.0068,-1.151,0.1096,-24.5361,-47.1802,-0.8545
150,0.0034,-1.1182,0.026,-17.8223,-54.9927,9.9487
160,-0.0039,-1.0464,-0.1124,-18.1885,-62.8052,13.6108
170,-0.0088,-1.0261,-0.1669,-20.2637,-85.2661,17.8223
180,-0.0112,-1.0105,-0.1112,-18.6157,-98.0225,19.7144
190,-0.009,-0.9675,0.0199,-15.625,-113.8306,21.3013
200,-0.0045,-0.9583,0.0323,-24.0478,-118.3472,18.7378
210,0.0004,-0.9569,0.0383,-29.602,-121.0327,17.9443
220,-0.0033,-0.9677,0.0317,-35.4004,-127.3804,18.1274
230,-0.026,-0.9808,0.0205,-31.9214,-131.1035,19.104
240,-0.0347,-0.9701,0.0226,-22.1558,-139.7095,20.5078
250,-0.0388,-0.9651,0.1145,-20.9351,-144.9585,20.3857
260,-0.0416,-0.9498,0.2098,-21.3013,-148.3765,20.2637
270,-0.0585,-0.8824,0.3015,-21.3623,-143.5547,18.4326
280,-0.0676,-0.8711,0.2904,-21.2402,-132.2021,9.8877
290,-0.0869,-0.886,0.2523,-20.9961,-128.9062,5.4932
300,-0.1021,-0.8914,0.2471,-19.5313,-125.9766,-1.0986
310,-0.1392,-0.8995,0.269,-18.5547,-125.4883,-3.6011
320,-0.1504,-0.9124,0.2921,-17.4561,-123.8403,-6.8359
330,-0.1624,-0.9534,0.387,-18.0664,-122.6807,-6.7139
340,-0.1792,-0.9039,0.5531,-17.1509,-113.5254,-2.9297
350,-0.2074,-0.8632,0.6014,-24.1699,-91.3696,-4.4556
360,-0.2867,-0.8182,0.7133,-24.1089,-79.7119,-6.7139
370,-0.3157,-0.7911,0.7808,-17.2729,-50.293,-13.4888
380,-0.3654,-0.7853,0.9036,-15.0757,-32.5928,-19.104
