aX,aY,aZ,gX,gY,gZ
-0.0531,1.0162,-3.5524,-6.9580,-286.2549,-148.8647
-0.5277,0.3430,-0.3079,-115.3564,-494.8730,-172.0581
-0.5520,-0.2585,1.5366,-254.5776,-579.2847,-157.8979
-0.2266,-1.2081,3.6812,-221.4966,-490.3564,-107.5439
0.0322,-0.6929,3.9103,5.9204,-226.9287,17.2119
0.0164,-0.3065,3.2910,100.4028,4.6997,34.1187
-0.0681,-0.0033,1.9993,92.5293,54.7485,18.8599
-0.0574,-0.0032,1.8157,38.2690,66.8335,-6.2866
0.0465,-0.1499,1.8739,16.2964,72.8149,-16.6626
0.1099,-0.2184,1.8893,20.3247,102.0508,-26.5503
0.2168,-0.1451,1.7113,30.1514,119.9341,-25.6958
0.2581,-0.0725,1.5493,20.3247,151.1841,-26.3062
0.2936,-0.0909,1.2694,-3.2959,160.2173,-27.5269
0.3169,-0.1630,1.2075,-57.3120,160.0952,-29.7852
0.3723,-0.3105,1.2970,-71.4111,156.9824,-30.7007
0.3955,-0.3511,1.3728,-75.8667,169.7998,-28.0151
0.4307,-0.3368,1.4529,-73.4253,184.5703,-23.8647
0.4438,-0.2792,1.4280,-59.8144,222.8393,-18.8599
0.4476,-0.2654,1.2708,-53.0395,242.6758,-21.6675
0.4406,-0.3209,1.1794,-47.3022,274.7803,-25.5127
0.4147,-0.2555,1.0280,-46.6919,285.4004,-21.8506
0.4038,-0.1747,0.9780,-59.4482,303.7109,-24.2920
0.3904,-0.1467,0.8242,-65.1245,313.7817,-33.1421
0.3823,-0.1942,0.6957,-61.2183,334.1064,-50.9033
0.3635,-0.3975,0.3766,-55.1147,343.2007,-54.5044
0.3514,-0.4550,0.2429,-49.3774,351.1963,-42.5415
0.3137,-0.3649,0.0916,-46.6919,350.6469,-33.0200
0.2545,-0.1652,-0.0454,-31.9214,348.1445,-25.6348
0.2377,-0.1653,-0.1676,-23.8647,347.5341,-30.4565
0.2207,-0.2777,-0.4386,-24.5361,344.0551,-38.4521
0.2048,-0.2866,-0.5231,-10.4980,334.6557,-31.3110
0.1753,-0.2886,-0.6985,1.5869,328.6743,-26.8555
0.1731,-0.2834,-0.7899,27.6489,304.8096,-15.5640
0.1650,-0.1624,-0.8268,36.5601,289.6118,-8.3618
0.1445,-0.0862,-0.8171,36.1328,270.7520,0.5493
0.0896,0.0433,-0.9305,32.1045,266.1133,1.5259
0.0634,0.0959,-1.0304,31.0059,249.5117,-4.5776
0.0013,0.1393,-1.1705,33.5083,235.9009,-10.8032
-0.0509,0.1539,-1.2007,42.4805,209.6557,-21.0571
-0.1528,0.2642,-1.3467,46.8750,199.8291,-24.5972
-0.1899,0.3789,-1.4630,59.1431,174.2554,-40.0391
-0.2861,0.5697,-1.6678,65.7959,154.3579,-57.1289
-0.3541,0.5944,-1.7450,61.7065,102.4780,-103.7598
-0.5057,0.5525,-1.8007,54.3823,71.2280,-128.4790
-0.5848,0.5051,-1.7717,41.3208,5.4321,-174.8047
-0.7543,0.3541,-1.6754,34.6069,-26.0010,-194.8242
-0.8218,0.2748,-1.6147,18.2495,-86.3647,-226.0132
-0.9622,0.2937,-1.4274,18.4937,-114.5019,-241.6992
-1.1550,0.4403,-1.2360,38.8184,-158.2031,-295.7764
-1.2965,0.4479,-1.2163,55.7251,-172.3022,-337.3413
-1.6382,0.1226,-1.6852,48.0347,-190.3076,-429.2602
-1.8300,-0.1266,-1.9583,-42.2974,-263.2446,-490.9057
-2.2026,-0.7197,-1.8828,-110.7788,-335.1440,-509.0332
-2.4830,-1.0402,-1.5791,-245.9717,-500.9155,-509.6435
-3.1555,-1.5959,-0.9860,-268.9209,-578.1250,-494.4458
-3.4341,-1.9590,-0.6272,-217.7124,-716.0034,-465.8203
-3.5291,-2.9073,0.3732,-186.5845,-763.2446,-438.1714
-3.4071,-3.2107,0.9830,-203.6133,-786.7431,-294.4946
-2.8191,-2.9814,1.9088,-214.4165,-755.7372,-192.0776
-2.4413,-2.6210,2.0206,-180.5420,-632.3853,-31.1279
-1.7877,-2.2351,1.5579,-153.5034,-565.0024,8.4229
-1.5194,-2.0919,0.9404,-65.6738,-483.7036,51.7578
-1.4746,-1.8711,0.8137,-9.0332,-475.2807,70.1294
-1.3783,-1.2816,1.0887,88.0127,-492.4926,83.0688
-1.2465,-1.1384,1.2849,112.9150,-470.5200,49.4995
-1.0253,-1.2894,1.2810,106.6894,-433.6548,31.9824
-1.0472,-1.3734,1.0194,115.2344,-360.9008,36.3159
-1.1998,-1.3346,0.5476,131.1646,-354.7973,45.1050
-1.2281,-1.2308,0.6221,119.9951,-387.6953,45.1660
-1.0653,-0.9077,1.2471,99.2432,-396.5454,34.4849
-0.8986,-0.9072,1.5024,63.4766,-355.0415,-9.2773
-0.5869,-1.3423,1.5128,45.2881,-311.4014,-23.6206
-0.5188,-1.4091,1.3881,43.4570,-223.0224,4.2725
-0.5392,-1.0316,1.0179,46.9971,-190.2466,23.3154
-0.5405,-0.9325,0.9167,21.9116,-158.8745,18.7378
-0.4194,-1.0311,0.9742,4.8828,-150.6958,9.2773
-0.3301,-1.0800,1.0354,-8.6060,-125.8545,3.8452
-0.1628,-1.1821,1.0396,-15.6250,-108.3374,5.3711
-0.0730,-1.1266,0.9709,-14.8315,-67.3828,21.1182
-0.0581,-0.9906,0.8618,-2.1362,-44.2505,31.1279
-0.0461,-0.7992,0.5869,8.3008,-6.5918,32.1655
-0.0433,-0.7688,0.4762,-7.5684,8.7280,20.2026
-0.0292,-0.7502,0.3430,-18.3105,9.9487,14.3433
-0.0122,-0.7947,0.3086,-42.5415,7.6904,1.3428
0.0249,-0.9408,0.2886,-47.7295,6.6528,-1.5869
0.0356,-0.9752,0.2783,-33.6914,7.6904,2.1362
0.0406,-0.9585,0.2239,-24.2920,8.6060,4.8828
0.0386,-0.9335,0.2046,-18.7378,6.4087,6.2866
0.0408,-0.9117,0.2058,-22.1558,3.7842,5.3101
0.0488,-0.9299,0.2303,-35.4004,-1.2207,1.9531
0.0696,-0.9904,0.2910,-37.2314,-1.2817,1.2817
0.0764,-0.9872,0.2910,-19.2871,3.2959,4.4556
0.0803,-0.9371,0.2424,-10.6201,5.2490,5.6763
0.0764,-0.9158,0.2250,-8.3008,5.3101,5.9814
0.0593,-0.8729,0.2095,-8.8501,4.0283,5.4321
0.0504,-0.8610,0.2059,-13.4277,-0.6104,1.9531
0.0404,-0.8572,0.2357,-16.3574,-3.5400,-0.4272
0.0428,-0.8735,0.2568,-18.4937,-7.9346,-5.4321
0.0520,-0.9431,0.3003,-17.7612,-8.7891,-6.5918
0.0531,-0.9614,0.3229,-11.7798,-7.7515,-4.5166
