aX,aY,aZ,gX,gY,gZ
0.8717,-0.1300,3.9999,-40.8325,-149.2310,92.2241
0.7938,0.6780,2.8813,103.0884,33.8745,60.1807
0.7366,0.3414,1.7480,112.6099,175.2319,-42.8467
0.8389,-0.2878,0.8777,63.0493,149.9023,-46.3257
0.9094,-0.1892,1.0581,26.1841,93.2007,-12.1460
0.9529,0.1046,1.3809,31.4331,99.6704,-11.7187
0.9581,0.0610,1.2737,39.7339,149.0479,-28.9917
0.9662,-0.0363,0.9396,35.4004,168.5791,-28.5034
0.9622,-0.0125,0.7512,15.3809,193.8476,-20.8740
0.9503,-0.0923,0.3496,2.4414,194.7632,-20.3857
0.9441,-0.1628,0.2184,-19.8364,174.6216,-17.0288
0.9274,-0.2496,0.1536,-31.0059,160.5225,-14.2822
0.9276,-0.2853,0.1727,-47.7905,136.3525,-9.5825
0.9606,-0.3157,0.3346,-50.9033,128.1738,-6.1646
0.9722,-0.2932,0.4198,-49.9268,133.4839,0.7935
0.9534,-0.2463,0.3380,-46.1426,144.1650,2.8687
0.9352,-0.2273,0.2175,-39.1235,155.8838,5.6763
0.9172,-0.2108,0.0508,-37.4146,153.5645,6.7139
0.9232,-0.2068,0.0482,-38.3301,143.0054,9.0942
0.9337,-0.1339,0.0918,-39.2456,141.6016,9.2163
0.9332,-0.1445,0.0717,-38.6353,147.0947,2.5635
0.9315,-0.1776,0.0872,-37.4146,150.2075,-0.2441
0.9047,-0.1318,0.0822,-26.9165,161.5600,2.6245
0.8813,-0.1063,0.0372,-25.2075,170.2270,3.2959
0.8220,-0.1230,-0.1288,-16.6016,188.0493,-1.5259
0.7935,-0.1412,-0.2064,-10.0098,193.1763,-6.4087
0.7385,-0.1967,-0.3433,-12.6343,193.2983,-7.3242
0.7169,-0.1836,-0.3790,-15.8081,189.0259,-4.8218
0.6681,-0.1233,-0.3412,-13.3667,187.6831,-4.7607
0.6353,-0.0925,-0.3191,2.7466,195.1294,-9.9487
0.5161,-0.0568,-0.3192,15.5029,202.3315,-15.1978
0.4399,-0.0782,-0.3877,35.0952,221.8628,-25.6348
0.3020,-0.1703,-0.6581,40.8325,228.6377,-27.3437
0.2397,-0.1753,-0.7808,43.4570,226.0742,-21.7895
0.0923,-0.0868,-0.8679,41.4429,219.8486,-19.1650
-0.0182,-0.0490,-0.8384,46.0205,212.7685,-22.2778
-0.2616,0.0219,-0.8508,60.9741,217.4072,-24.1089
-0.3765,0.1437,-0.9783,80.3833,235.9619,-26.4893
-0.6121,0.3958,-1.4263,77.4536,238.4033,-34.6680
-0.7393,0.4362,-1.6586,67.5049,208.3740,-61.9507
-0.9388,0.4658,-2.0173,61.3403,177.0630,-74.4629
-1.0261,0.5477,-2.1542,49.6826,97.6562,-98.6938
-1.2206,0.7889,-2.3979,43.5791,49.9268,-118.6523
-1.3301,0.7886,-2.4762,3.6011,-75.1953,-180.1147
-1.6069,0.5631,-2.3231,-27.7710,-150.2686,-212.5854
-1.8013,0.4325,-2.1440,-43.7622,-285.4004,-282.2876
-2.3008,0.1564,-2.2104,-29.0527,-340.5761,-320.2515
-3.0502,-0.1605,-2.6405,-20.6909,-481.5063,-388.4887
-3.4984,-0.3433,-2.5167,-33.5083,-588.7451,-411.7431
-3.9999,-0.3748,-1.6163,-58.5937,-830.2001,-427.7954
-3.9999,-0.4320,-1.0778,-103.8818,-1026.8555,-467.4682
-3.9912,-1.6250,0.2264,-172.7905,-1110.8398,-482.2387
-3.9888,-2.8274,1.3367,-423.2177,-1260.7422,-347.2290
-3.9999,-3.9999,3.9769,-552.6733,-1286.8041,-131.8970
-3.9999,-3.4598,3.9999,-465.7592,-1059.2651,416.5649
-3.2351,0.1012,3.9999,-206.6650,-822.3266,529.2969
-2.2368,0.9861,3.9580,170.4101,-351.5014,243.7134
-0.8481,-0.7289,3.2661,152.0386,-204.2847,59.4482
-0.6608,-1.4352,2.5011,88.2568,-134.3994,33.6304
-0.6128,-0.9575,1.7831,104.5532,-150.6958,93.6279
-0.5616,-0.6605,1.9015,145.5688,-159.7900,120.4834
-0.3571,-0.6865,2.1445,159.3628,-140.1367,107.7270
-0.2563,-0.7515,2.0253,181.8848,-88.9282,103.6987
-0.1586,-0.6703,1.6570,179.8096,-76.1108,108.3984
-0.1415,-0.5972,1.5568,133.7891,-69.5190,105.9570
-0.1329,-0.5245,1.4618,100.2808,-64.6973,99.4263
-0.1027,-0.4763,1.4236,43.7622,-50.5371,80.8105
-0.0713,-0.5217,1.4390,21.3013,-42.4805,67.8711
-0.0122,-0.6615,1.3453,-0.6714,-14.0381,49.2554
0.0073,-0.6559,1.2162,10.5591,16.7847,47.5464
0.0383,-0.5509,0.9767,13.8550,22.2778,45.6543
0.0527,-0.5448,0.9194,-12.4512,18.3716,35.2173
0.0691,-0.5289,0.8983,-25.3296,17.2729,30.9448
0.0792,-0.5212,0.8871,-42.4194,22.7051,20.7520
0.1155,-0.5753,0.8584,-52.5513,26.5503,15.0757
0.1382,-0.5992,0.8461,-62.5000,35.0342,9.6436
0.1760,-0.6068,0.7983,-62.2559,39.8560,8.9722
0.1824,-0.5946,0.7629,-55.9082,47.8516,7.3242
0.1708,-0.5715,0.6748,-47.2412,49.6216,5.7983
0.1589,-0.5627,0.6407,-33.2642,46.0815,3.2959
0.1440,-0.5376,0.6356,-30.5786,41.6870,1.4038
0.1453,-0.5566,0.6692,-35.5835,35.3394,-4.6387
0.1492,-0.6047,0.7197,-33.9966,35.3394,-5.9204
0.1488,-0.6124,0.7148,-24.1699,37.7197,-6.7749
0.1547,-0.6364,0.6941,-19.4092,38.2080,-7.2632
0.1575,-0.6405,0.6801,-12.6343,37.7808,-6.3477
0.1689,-0.6343,0.6613,-13.1836,36.1328,-6.0425
0.1825,-0.6465,0.6837,-19.6533,30.8228,-6.0425
0.2089,-0.6494,0.7578,-20.2637,29.9683,-5.0659
0.2131,-0.6144,0.7740,-13.6719,34.6069,-5.4321
0.2152,-0.5874,0.7653,-11.5356,37.0483,-8.3618
0.2202,-0.5957,0.7424,-12.3291,39.1235,-13.1226
0.2240,-0.6077,0.7235,-13.0005,37.6587,-13.9770
0.2238,-0.6119,0.7275,-17.5171,35.0952,-15.1367
0.2234,-0.6162,0.7347,-20.3247,34.3628,-15.9302
0.2285,-0.6292,0.7450,-27.4658,33.3252,-18.1274
0.2377,-0.6536,0.7767,-29.0527,33.8135,-18.1274
0.2411,-0.6482,0.7767,-26.1230,36.4380,-16.5405
0.2544,-0.6251,0.7780,-25.0854,36.9263,-16.7236
0.2627,-0.6267,0.7766,-24.9634,39.0625,-19.2871
