aX,aY,aZ,gX,gY,gZ
-0.6608,-1.0012,1.9222,70.8618,-367.8589,158.3862
-0.5964,-0.8490,1.8439,28.1372,-317.4438,154.4800
-0.4148,-1.1890,1.7209,25.1465,-296.2646,144.8975
-0.3218,-1.3069,1.7189,31.3721,-254.2114,172.7295
-0.2302,-0.6953,1.6357,42.2974,-230.5298,195.8008
-0.1631,-0.3027,1.5811,58.5937,-190.0024,177.6733
0.0071,-0.2438,1.4952,49.3774,-171.8139,145.6299
0.0581,-0.3241,1.4255,16.1133,-134.2163,105.6518
0.1210,-0.4327,1.3093,1.4648,-117.3706,94.7876
0.1450,-0.4635,1.2802,-7.5073,-86.6089,80.0781
0.1979,-0.4297,1.2363,-5.3711,-70.8008,74.0356
0.2268,-0.3969,1.1884,-3.2349,-40.4663,60.3027
0.2721,-0.3094,1.0869,-3.9673,-28.6255,53.1006
0.2906,-0.2856,1.0426,-8.3008,-9.7046,35.5225
0.3314,-0.3318,0.9307,-11.9629,-1.3428,25.7568
0.3566,-0.4460,0.8101,-19.4092,10.6201,9.4604
0.3676,-0.4958,0.7699,-19.7144,13.9160,4.8828
0.3853,-0.5316,0.7522,-12.0850,17.0288,2.6245
0.3901,-0.5197,0.7582,-8.1177,18.6768,2.8076
0.3977,-0.5148,0.7386,-2.9907,24.7192,-0.3052
0.4017,-0.5444,0.7104,-0.5493,27.8320,-3.7231
0.4192,-0.5687,0.6727,2.0752,30.7617,-6.4697
0.4271,-0.5637,0.6671,1.8921,30.9448,-7.0801
0.4402,-0.5822,0.6573,-0.4272,31.8603,-10.6812
0.4446,-0.5934,0.6438,-4.4556,33.9355,-13.4888
0.4482,-0.6339,0.5946,-7.2021,34.4849,-15.2588
0.4506,-0.6849,0.5667,-6.2256,32.5317,-17.2119
0.4600,-0.7635,0.5363,-2.8076,29.6631,-15.0757
0.4653,-0.7679,0.5516,4.6387,23.9868,-8.1177
0.4642,-0.7319,0.5500,8.6060,22.4609,-5.1880
0.4607,-0.7020,0.5449,9.2163,17.3950,-1.6479
0.4569,-0.6600,0.5704,4.2114,14.5264,-1.7700
0.4562,-0.6628,0.5826,-2.9297,10.1929,-4.4556
0.4536,-0.6876,0.6011,-3.4790,8.6060,-5.2490
0.4554,-0.6943,0.6179,-7.6294,6.6528,-5.2490
0.4587,-0.6837,0.6451,-10.5591,6.8359,-5.1270
0.4584,-0.6831,0.6456,-12.5732,8.1177,-6.4087
