aX,aY,aZ,gX,gY,gZ
0.7072,-1.6686,3.1962,-84.4116,-233.3374,-15.6860
0.7804,-0.4113,3.1003,11.9629,-94.4214,40.5273
0.6829,-0.1592,2.4875,78.6743,108.8867,13.3667
0.5233,-0.3362,1.4497,84.7778,151.1230,-1.4038
0.5056,-0.3024,1.1693,68.1763,174.0112,0.1831
0.5923,-0.3719,0.9994,52.9785,171.2646,-4.0283
0.6458,-0.4769,1.0668,47.9126,165.4053,-3.6621
0.7118,-0.4604,1.1495,50.6592,175.6592,4.6997
0.7078,-0.3601,1.0275,42.9687,211.1206,16.7847
0.7067,-0.3589,0.5476,24.0478,222.7173,16.9067
0.7266,-0.4197,0.3435,-12.5122,209.0454,20.0806
0.7587,-0.4650,0.2233,-19.1040,192.5659,23.7427
0.7709,-0.4292,0.2303,-17.7002,168.7622,27.4048
0.7958,-0.4413,0.3154,-19.7754,161.8652,24.7803
0.8036,-0.4784,0.3685,-6.0425,161.3769,25.3906
0.7986,-0.4060,0.2172,-0.6714,167.1142,29.9072
0.8099,-0.3901,0.0066,-12.9395,166.9311,32.1655
0.8250,-0.3901,-0.0133,-17.2729,159.4238,32.3486
0.8424,-0.2838,0.0461,-9.5825,145.6299,36.0718
0.8474,-0.2466,0.0573,-4.8218,143.7988,35.4004
0.8538,-0.2402,-0.0098,-2.9297,146.3013,30.7617
0.8572,-0.2286,-0.0685,-3.5400,147.8271,30.0903
0.8590,-0.1610,-0.1110,-8.4229,145.6299,30.5176
0.8518,-0.1100,-0.0995,-14.7705,144.2871,26.6724
0.8262,-0.0847,-0.1637,-13.9770,145.8130,21.1182
0.8116,-0.1050,-0.2325,-6.9580,146.3013,9.7046
0.7957,-0.1515,-0.3971,-7.6294,144.1650,5.6763
0.7914,-0.1544,-0.4447,-11.1694,130.9814,2.3804
0.7728,-0.1438,-0.4780,-13.7329,123.7183,0.7935
0.7672,-0.1804,-0.4880,-21.9116,112.3047,-3.6011
0.7650,-0.2219,-0.4604,-24.1089,107.7270,-3.1128
0.7603,-0.2235,-0.4519,-22.5830,103.6987,-1.4648
0.7485,-0.2053,-0.5038,-19.9585,102.9663,-0.6714
0.7384,-0.1995,-0.5640,-15.3809,99.1211,-2.5024
0.7321,-0.2004,-0.6685,-17.7002,93.7500,-3.7231
0.7314,-0.1818,-0.6870,-18.7988,77.3926,-7.1411
0.7350,-0.2159,-0.6582,-21.1792,69.0918,-9.5825
0.7383,-0.2637,-0.5735,-20.8130,56.7627,-10.9863
0.7372,-0.3163,-0.4606,-16.6016,58.1665,-8.9111
0.7437,-0.2939,-0.5016,-13.4277,65.4297,-2.4414
0.7617,-0.2021,-0.6077,-15.2588,65.1855,-0.3052
0.7616,-0.0557,-0.6293,-25.0854,57.6172,0.1221
0.7501,-0.0334,-0.5719,-29.3579,52.4902,-5.6763
0.6907,-0.1215,-0.5186,-26.3062,52.9175,-26.1230
0.6512,-0.1884,-0.6019,-19.0430,58.6548,-34.7900
0.5845,-0.3134,-0.7948,-17.3950,62.9883,-42.6025
0.5522,-0.3186,-0.8391,-18.1274,52.7954,-39.8560
0.4716,-0.2788,-0.8712,-17.1509,46.3257,-40.4663
0.4154,-0.2599,-0.9076,-14.1602,35.6445,-46.9360
0.2965,-0.1774,-1.1060,-8.1787,29.9683,-52.5513
0.2394,-0.0969,-1.2417,11.1694,4.4556,-72.7539
0.1149,-0.1216,-1.4313,13.7329,-18.6768,-88.6230
0.0576,-0.2407,-1.4575,3.9673,-79.1016,-110.7178
-0.0475,-0.3175,-1.3949,5.4932,-111.3892,-112.9761
-0.0950,-0.2682,-1.3142,3.5400,-170.8984,-118.4082
-0.2262,-0.1259,-1.2281,3.3569,-194.9463,-129.0283
-0.3394,-0.0571,-1.3724,15.7471,-243.4692,-172.3633
-0.7595,-0.0284,-2.0260,26.3672,-284.2407,-204.8340
