aX,aY,aZ,gX,gY,gZ
-2.9354,-0.9810,-1.1068,-67.0166,-551.4526,-413.9404
-3.4177,-1.6261,-0.7209,-117.6147,-680.2978,-462.8296
-3.7048,-3.6487,0.7482,-153.5645,-744.5678,-438.7207
-3.3600,-3.9999,1.8148,-138.1836,-787.0483,-206.9092
-2.3705,-2.6071,2.8700,-102.6001,-707.7636,-55.4810
-2.0131,-1.5120,2.5526,-87.6465,-478.8818,32.1655
-1.6713,-1.8191,1.4778,-110.7178,-409.6679,-14.0381
-1.5691,-2.3616,1.1655,-51.3306,-389.1601,-11.7187
-1.4454,-2.1292,1.0146,13.7329,-400.3906,29.7852
-1.3789,-1.8580,1.0414,74.5850,-408.5693,65.1245
-1.2372,-1.8199,1.1375,76.9043,-401.9775,66.8945
-1.2039,-1.8510,1.0365,98.2056,-376.0376,91.1865
-1.2820,-1.7025,0.6169,117.0654,-375.4883,108.7646
-1.3367,-1.5592,0.5730,119.6289,-415.3442,125.6714
-1.2643,-1.3617,1.1008,98.6328,-433.0444,123.8403
-1.1298,-1.3317,1.3430,53.4668,-405.4565,124.4507
-0.8510,-1.0530,1.3008,46.5088,-370.4223,131.0425
-0.7606,-0.8385,1.1412,52.4902,-308.5937,120.1782
-0.6478,-0.7780,0.8209,49.6216,-289.7949,97.5952
-0.6217,-0.8754,0.7394,39.7339,-274.1089,66.3452
-0.5898,-0.9415,0.7137,31.3721,-269.9585,63.5986
-0.5244,-0.8672,0.8340,-0.9155,-262.6953,64.1479
-0.4661,-0.8070,0.9601,-9.8877,-258.6670,62.1338
-0.3181,-0.8931,1.0964,-18.1274,-231.2622,42.7856
-0.2386,-0.9938,1.0549,-9.7046,-188.3545,34.7900
-0.1519,-0.9751,0.9818,-1.8921,-171.2646,40.5273
-0.1326,-0.9263,0.9222,3.7842,-136.4746,46.7529
-0.1337,-0.8640,0.7506,1.0376,-122.0703,46.4478
-0.1437,-0.8544,0.6685,-10.4370,-106.5674,41.9922
-0.1311,-0.9071,0.6118,-19.2261,-105.2856,39.0625
-0.1079,-0.9401,0.6414,-28.2593,-104.0649,40.3442
-0.0387,-0.9139,0.7430,-26.7334,-100.7690,43.8232
-0.0005,-0.8604,0.7963,-22.6440,-86.2427,47.1802
0.0588,-0.7391,0.8835,-23.0713,-75.2563,46.2036
0.0643,-0.7048,0.9183,-33.6914,-48.2788,38.6353
0.0286,-0.7056,0.9127,-38.6353,-33.8745,32.1045
0.0140,-0.7437,0.8822,-41.4429,-10.7422,18.5547
0.0176,-0.8125,0.8256,-42.2974,-1.9531,14.9536
0.0400,-0.8353,0.8065,-49.9878,12.1460,12.9395
0.0895,-0.8364,0.8208,-53.7720,19.6533,13.4888
0.1091,-0.8214,0.8051,-51.7578,40.7715,10.8643
0.1268,-0.8375,0.6649,-49.0723,51.7578,7.6294
0.1307,-0.8492,0.5706,-42.7246,65.7959,4.0894
0.1565,-0.8845,0.4160,-41.6870,68.4204,3.6621
0.1759,-0.8993,0.3494,-41.1377,67.7490,6.7749
0.1975,-0.8387,0.2323,-36.1938,64.8804,9.5215
0.2047,-0.7933,0.1606,-32.8979,55.1758,10.9863
0.2156,-0.7405,0.0577,-37.2925,45.2881,10.3149
0.2177,-0.7450,0.0664,-55.6641,17.3340,9.0332
0.2220,-0.7999,0.1970,-64.5142,4.0894,9.3384
0.2239,-0.8185,0.2705,-63.8428,-13.8550,12.2681
0.2574,-0.8314,0.3870,-57.9224,-20.0195,13.3057
0.2844,-0.8346,0.4691,-45.3491,-29.0527,15.8691
0.3190,-0.8160,0.6287,-37.7197,-28.7476,17.8833
0.3263,-0.7928,0.6654,-25.6958,-19.8364,22.3999
0.3165,-0.6951,0.7074,-20.1416,-14.5264,23.6206
0.3008,-0.6655,0.7064,-16.8457,-3.1738,19.7144
0.2627,-0.6707,0.6569,-18.0664,1.0376,17.1509
0.2494,-0.6818,0.6494,-24.4141,2.8687,14.7705
0.2415,-0.6835,0.6942,-25.5127,2.6855,14.9536
0.2493,-0.6664,0.7206,-19.8364,4.2725,14.3433
0.2834,-0.6451,0.7865,-19.6533,6.3477,11.9629
0.2964,-0.6613,0.8290,-23.0713,16.2354,8.6060
0.3188,-0.6650,0.8419,-23.0103,23.8647,9.5215
0.3297,-0.6517,0.8334,-19.7754,37.9028,9.7656
0.3319,-0.6693,0.7668,-15.3198,44.7998,8.2397
0.3245,-0.6805,0.6935,-2.6245,53.4668,7.0190
0.3080,-0.6504,0.5687,2.4414,52.4902,7.1411
0.3057,-0.6359,0.5397,-0.9155,44.0674,4.2725
0.3221,-0.6765,0.5505,-6.4697,38.8794,1.4648
0.3387,-0.7173,0.5808,-11.5967,32.3486,-1.3428
0.3627,-0.7762,0.6185,-9.8877,31.6162,-0.5493
0.3641,-0.7850,0.5935,0.0000,32.4707,2.5024
0.3624,-0.7697,0.5657,5.9814,32.8979,4.1504
0.3589,-0.7385,0.5242,11.2915,30.8838,5.0659
0.3590,-0.7341,0.5112,10.1318,28.5034,4.2725
0.3612,-0.7366,0.5164,7.9346,22.2778,2.5635
0.3647,-0.7440,0.5154,8.9722,19.5923,2.3193
0.3737,-0.7393,0.5228,9.4604,14.3433,3.4180
0.3782,-0.7218,0.5370,9.4604,11.9629,4.0283
0.3838,-0.6989,0.5408,10.7422,9.2773,2.9297
0.3829,-0.7010,0.5426,10.1318,7.8735,1.5869
0.3788,-0.7047,0.5593,7.8125,5.1880,-0.6104
0.3779,-0.7098,0.5690,5.7373,4.1504,-1.9531
0.3805,-0.7350,0.5768,1.8921,3.2349,-5.1880
0.3820,-0.7466,0.5776,1.6479,3.2349,-6.2256
0.3848,-0.7740,0.5863,2.0142,3.9673,-7.2632
0.3840,-0.7881,0.5809,2.1973,5.2490,-7.0190
0.3831,-0.8005,0.5602,2.9297,7.3242,-5.6152
0.3818,-0.8040,0.5502,4.5776,7.8125,-4.8218
0.3749,-0.8003,0.5221,6.3477,8.1787,-3.2349
0.3730,-0.7909,0.5181,6.6528,7.0190,-2.6855
0.3740,-0.7859,0.5160,5.7983,5.0049,-2.6855
0.3752,-0.7843,0.5193,4.6997,4.2725,-2.6855
0.3793,-0.7809,0.5396,1.1597,2.5024,-3.7231
0.3796,-0.7861,0.5427,0.3662,2.4414,-4.4556
0.3789,-0.7949,0.5437,1.6479,3.3569,-4.2114
0.3771,-0.7871,0.5535,2.4414,4.1504,-3.2959
0.3732,-0.7794,0.5540,2.7466,5.3101,-3.6621
0.3716,-0.7872,0.5421,2.1973,7.1411,-4.5166
