timestamp,aX,aY,aZ,gX,gY,gZ
0,-1.9972,1.1443,-3.9331,-23.3154,70.8618,-122.6807
10,-3.101,1.1588,-4.0,-10.8032,-226.1352,-254.1504
20,-3.696,0.7189,-3.7614,74.8901,-710.8154,-450.6836
30,-3.9999,-0.7792,-1.8373,126.4648,-857.4218,-527.6489
40,-3.9999,-1.5513,-0.746,142.0288,-957.8857,-554.0161
50,-3.2791,-3.1582,1.6467,84.1675,-971.4965,-505.8593
60,-2.0542,-3.9266,3.149,-18.4937,-950.2563,-303.1006
70,0.6516,-3.3586,3.9999,48.1567,-797.7294,-139.0381
80,1.2817,-2.0392,3.9999,179.5654,-170.0439,29.3579
90,1.4957,-1.604,2.8101,103.5156,15.625,-0.9155
100,1.4943,-1.7571,2.3995,41.8701,-1.0376,6.2256
110,1.5299,-1.0323,2.2903,83.313,-6.6528,28.1982
120,1.5063,-0.7699,2.0815,130.7373,74.8291,38.8794
130,1.39,-0.4575,1.2916,113.7085,114.7461,50.415
140,1.3375,-0.2465,0.9717,54.5044,145.9351,77.2705
150,1.2471,0.0157,0.6519,37.3535,150.3906,79.1626
160,1.174,0.0171,0.5332,9.9487,170.8374,71.7163
170,0.9857,-0.1571,0.2241,-10.7422,186.6455,69.8853
180,0.9036,-0.3391,0.0344,-52.124,204.4678,75.9888
190,0.8153,-0.5948,-0.29,-70.7397,198.8525,88.4399
200,0.808,-0.571,-0.376,-108.7036,172.2412,118.042
210,0.8304,-0.3496,-0.417,-124.8169,157.2266,124.5117
220,0.8651,-0.3025,-0.3832,-148.4375,129.5166,110.8398
230,0.9203,-0.4369,-0.1995,-151.3672,120.0561,101.1352
240,0.912,-0.5076,-0.1276,-156.311,124.8779,98.3276
250,0.8522,-0.5483,-0.1415,-162.3535,133.4229,102.7832
260,0.809,-0.5461,-0.167,-167.6025,148.4375,110.9009
270,0.7002,-0.4873,-0.2513,-159.5459,154.6631,114.5019
280,0.6509,-0.4547,-0.3085,-141.7847,162.7807,120.1172
