timestamp,aX,aY,aZ,gX,gY,gZ
0,-2.2617,-1.299,1.5583,-58.1665,-855.7739,158.8745
10,-2.0404,-0.7128,3.0723,-108.5815,-846.9238,224.3042
20,-1.801,-0.0339,3.7084,-67.1387,-716.1865,319.519
30,-0.8066,1.1711,3.9999,31.25,-609.0698,303.0396
40,-0.3459,1.4724,3.9999,132.2021,-366.0888,156.6772
50,-0.0319,1.2336,3.6003,93.9331,-253.9673,61.4624
60,-0.0959,0.5255,3.302,-75.0732,-112.2436,-76.6602
70,-0.1189,-0.9952,3.323,-116.272,-82.1533,-80.1392
80,-0.0391,-1.1198,3.2859,-55.7861,-33.6914,26.9165
90,0.196,0.0122,3.1271,-7.6904,-17.8223,80.5664
100,0.2933,0.604,3.2064,25.0854,19.3481,79.1016
110,0.3557,1.0284,3.2733,15.1367,55.2368,38.6963
120,0.2911,0.8846,3.2272,-4.2725,141.4185,-63.5986
130,-0.0397,0.2561,3.1605,3.1738,181.6406,-108.7036
140,-0.2517,-0.0966,3.1052,36.7432,262.085,-168.6401
150,-0.5771,-0.7671,2.9246,43.7622,302.3682,-178.6499
160,-0.6835,-0.9473,2.8246,63.3545,383.4839,-154.48
170,-0.8678,-0.7941,2.6406,88.8672,421.6308,-132.6294
180,-1.0267,-0.6447,2.5565,116.6992,496.521,-114.8071
190,-1.4597,-0.8298,2.1825,100.708,539.2456,-115.8447
200,-1.8593,-1.068,1.5239,68.2983,612.6709,-92.5903
210,-1.9773,-1.0778,1.1914,62.9272,633.0566,-69.2749
220,-2.1566,-0.9651,0.6508,44.9219,650.5126,-15.9912
230,-2.2068,-0.8247,0.3995,-8.728,661.0107,34.1797
240,-2.2351,-0.4384,0.0646,-29.48,655.5175,47.9126
250,-2.2445,-0.2701,-0.0292,-35.2783,635.8643,41.8701
260,-2.2595,-0.0044,-0.2417,-18.9819,629.7607,28.0151
270,-2.2592,0.0363,-0.4006,21.1182,614.0137,-10.3149
280,-2.2067,-0.1379,-0.6442,36.8042,596.4966,-27.2217
290,-2.1685,-0.2303,-0.7113,67.9932,553.6499,-39.7339
300,-2.0756,-0.3389,-0.8363,80.0781,533.0811,-38.0859
310,-2.0396,-0.4001,-0.8846,78.5522,496.3989,-21.2402
320,-1.98,-0.3755,-1.0021,67.8711,479.8584,-4.9438
330,-1.9351,-0.2726,-1.0068,51.8799,441.9555,19.3481
340,-1.8667,-0.1443,-0.9407,54.5654,424.9267,19.165
350,-1.856,-0.1683,-0.9695,78.4912,399.6582,9.5825
360,-1.8005,-0.2568,-1.1719,86.6089,384.6435,7.6904
370,-1.754,-0.3383,-1.2346,88.9893,338.2568,5.0659
380,-1.6202,-0.6792,-1.1641,87.5244,311.8286,9.2163
390,-1.5507,-0.8087,-1.1063,73.4863,270.6909,54.0771
400,-1.4089,-0.5223,-1.1798,62.8662,254.6387,87.4634
410,-1.205,0.1095,-1.2704,52.124,211.1816,121.7041
420,-1.1035,0.3146,-1.2339,56.6406,181.4575,109.7412
430,-0.9792,0.2667,-1.0997,71.228,122.3144,44.6167
440,-0.9539,0.1115,-1.0333,70.6787,80.1392,-3.6011
450,-0.9404,-0.168,-0.8212,66.04,65.4907,-9.3994
460,-0.9346,-0.2433,-0.7367,51.3306,51.6968,2.1973
470,-0.9028,-0.2334,-0.7144,44.3726,47.9736,11.1694
480,-0.8926,-0.1901,-0.6931,38.9404,36.2549,19.3481
490,-0.8944,-0.2037,-0.5369,39.4287,32.1045,19.5313
500,-0.9071,-0.2198,-0.4741,30.5176,36.499,30.1514
510,-0.9329,-0.1487,-0.4512,15.1978,40.7715,41.1377
520,-0.9445,-0.0548,-0.488,-13.5498,45.5933,59.021
530,-1.0067,0.1543,-0.629,-25.4517,43.2739,60.9131
540,-1.0626,0.2308,-0.6914,-57.4341,22.3999,51.6357
550,-1.2296,0.3308,-0.6832,-72.0215,4.0283,43.1519
560,-1.3625,0.358,-0.6169,-107.727,-36.8652,24.1089
570,-1.8234,0.5068,-0.5491,-130.6152,-55.2978,16.1133
580,-2.2639,0.7051,-0.6177,-203.3691,-97.3511,-0.1831
590,-3.6403,1.22,-0.9785,-261.3525,-134.3994,-11.6577
600,-3.9999,1.4646,-1.3754,-389.4043,-281.311,-56.2744
610,-3.9999,0.8638,-3.2233,-454.7119,-425.0488,-92.5293
620,-3.9943,0.1073,-3.9149,-432.8003,-1059.3872,-93.3838
630,-3.9893,-1.787,-0.3499,-275.0854,-1541.1376,-97.6562
640,-3.9999,-3.9999,3.9999,-3.7842,-1999.9388,-267.2119
650,-3.9999,-3.9999,3.9999,-3.7231,-1999.9388,-179.4433
660,-3.9995,-3.9896,3.939,18.8599,-1981.8724,230.5908
670,-3.9996,-3.959,3.9055,311.7065,-1701.9042,748.7182
680,-3.9999,-3.915,3.9999,372.0092,-1477.0507,1002.1972
690,-3.9999,-2.5178,3.9999,176.5137,-1374.0233,1380.1879
700,-3.9999,3.9514,3.9998,203.0029,-972.7172,1464.3553
710,-3.9755,4.0,3.998,510.437,35.4614,839.7216
720,-2.644,3.6185,3.9998,495.5444,158.0811,390.9912
730,-1.6095,2.6782,3.9999,369.1406,166.8701,98.0225
740,-0.4,1.4967,2.9464,316.8335,247.3755,103.3325
750,-0.0593,1.2056,1.5164,195.9228,273.7427,68.6646
760,0.486,0.7568,-0.0565,98.8769,204.834,37.5366
770,0.6653,0.5889,-0.0696,-58.5937,103.8208,-10.9253
780,0.6334,0.0665,-0.1389,-82.2754,101.6235,-39.4897
790,0.5322,-0.395,-0.488,-27.5879,110.1684,-87.5244
800,0.4731,-1.1338,-0.946,3.418,78.7964,-80.5054
810,0.5222,-1.2002,-0.6458,8.1177,-32.6538,-9.9487
820,0.5667,-0.9066,0.3046,3.2959,-61.9507,21.9116
830,0.5724,-0.7596,0.5043,1.3428,-58.1055,49.6826
840,0.6273,-0.3829,0.778,6.0425,-57.1289,56.2744
850,0.6742,-0.1128,0.9775,16.4185,-52.6733,54.1382
860,0.6981,0.1049,1.1106,15.8691,-40.0391,37.5366
870,0.6793,0.0081,1.0814,7.7515,-18.2495,1.8311
880,0.603,-0.2052,0.9803,6.897,-10.6201,-7.9956
890,0.5681,-0.3043,0.8749,10.9253,-0.6714,-15.3809
900,0.5729,-0.3458,0.7225,11.5356,-2.1973,-12.5122
910,0.6036,-0.2961,0.7357,10.437,-7.9346,-9.3994
920,0.6888,-0.3082,0.7771,8.728,-7.3242,-12.7563
930,0.7125,-0.3717,0.7623,3.7842,0.8545,-19.043
940,0.6919,-0.4738,0.5944,0.8545,5.0049,-19.104
950,0.6676,-0.5253,0.5454,-5.188,0.3052,-13.855
960,0.6467,-0.5865,0.5935,-3.3569,-5.188,-7.8125
970,0.666,-0.5388,0.6586,7.8735,-14.9536,6.5308
980,0.7083,-0.3633,0.798,10.1318,-15.9912,10.2539
990,0.7024,-0.3094,0.8246,5.5542,-11.5967,7.019
