timestamp,aX,aY,aZ,gX,gY,gZ
0,-1.4866,-0.3745,-3.5138,-19.6533,-124.4507,-182.6782
10,-1.7626,-0.8563,-3.7131,26.3672,-376.831,-219.3603
20,-2.358,-1.3956,-3.0018,56.4575,-533.3862,-205.0171
30,-2.5857,-1.333,-1.8684,96.9849,-827.0263,-168.7622
40,-2.5344,-1.6835,0.6857,78.4912,-908.02,-172.7905
50,-2.037,-2.24,1.9065,-153.9917,-970.52,-192.0166
60,-0.5426,-2.5317,3.9999,-346.1303,-932.6171,-99.8535
70,0.1173,-1.1971,3.9999,-150.9399,-520.5078,257.3853
80,1.0824,0.87,3.7513,121.0327,-236.4502,254.1504
90,1.2467,0.1469,3.265,34.9731,6.7749,36.0107
100,1.2053,-1.3888,2.5328,-14.7095,7.3242,24.5972
110,1.1658,-1.1505,2.0524,122.0703,20.2026,110.9009
120,1.177,-0.3147,1.3396,162.8418,17.1509,127.4414
130,1.1948,-0.101,1.318,100.1587,-2.3804,122.6807
140,1.1854,0.1141,1.3699,56.0303,3.418,117.4316
150,1.1625,0.1636,1.3167,5.188,30.0903,99.7314
160,1.1067,0.1367,1.3286,-9.8877,40.8936,87.4634
170,1.0623,0.0847,1.4304,-45.3491,74.585,69.2139
180,0.9272,0.0266,1.361,-73.2422,102.0508,63.4766
190,0.8779,-0.0422,1.2371,-137.8174,147.0337,46.6309
200,0.839,-0.332,1.1923,-157.959,161.2549,39.0015
210,0.8405,-0.4385,1.2773,-165.039,187.6221,37.2314
220,0.7957,-0.3433,1.4716,-155.6396,205.5664,37.4146
230,0.7474,-0.2952,1.4124,-155.6396,255.5542,18.2495
240,0.6425,-0.5216,1.1122,-167.6025,277.2217,5.7983
250,0.5798,-0.6716,0.9498,-174.3774,306.9458,3.1738
260,0.4133,-0.6788,0.6443,-164.0014,316.7114,8.9722
270,0.2725,-0.697,0.3112,-144.104,325.6225,7.7515
280,0.2384,-0.7733,0.1731,-144.9585,323.3032,5.4932
290,0.184,-0.6611,0.0784,-148.9868,309.3262,17.395
300,0.1292,-0.5298,0.0883,-139.3433,304.1382,21.9727
310,-0.0483,-0.5444,0.0387,-122.9858,313.1104,9.1553
320,-0.1729,-0.7241,-0.0702,-118.5303,342.9565,-8.5449
330,-0.3651,-1.0632,-0.5184,-108.3374,355.6518,-4.1504
