timestamp,aX,aY,aZ,gX,gY,gZ
0,-1.517,0.7391,-3.5164,9.0942,-65.1855,-182.1289
10,-2.8481,0.465,-4.0,-23.2544,-225.1587,-230.8349
20,-3.9999,0.0847,-2.5933,-10.9253,-790.6494,-269.8364
30,-3.9999,0.0677,-0.87,51.9409,-1110.1685,-308.5937
40,-3.9478,-0.9423,1.5217,23.1934,-1115.8447,-345.459
50,-3.8705,-1.8601,2.1561,-251.2817,-1096.7407,-300.9644
60,-3.0759,-3.322,3.8528,-421.8139,-1109.7412,-152.4658
70,-1.9294,-2.3386,3.9999,-352.8442,-877.6855,303.833
80,-0.0426,1.6797,3.9999,-97.9004,-577.6978,362.3657
90,0.2169,1.6553,3.7562,256.4087,-10.1318,20.0806
100,0.2095,-0.7242,2.0536,181.0303,61.7065,-93.811
110,0.2899,-1.1482,1.8419,-46.0815,-60.3638,-17.2119
120,0.5636,-0.7103,2.3552,-66.7725,-73.9746,28.5034
130,0.649,-0.5674,2.1385,30.7617,-7.7515,35.0342
140,0.7286,-0.3604,1.4797,61.4624,8.728,35.4614
150,0.7761,-0.1768,1.3497,51.6968,6.3477,43.457
160,0.8561,0.0636,1.4827,29.9683,6.8359,39.4897
170,0.85,0.0652,1.572,-22.9492,37.0483,19.8364
180,0.7354,-0.1204,1.4359,-43.9453,61.4014,8.5449
190,0.6652,-0.2648,1.2626,-67.5049,97.9004,-7.2632
200,0.5865,-0.5011,0.994,-71.0449,106.5063,-7.8125
210,0.5779,-0.5341,0.9064,-64.6973,112.4878,2.8687
220,0.5752,-0.496,0.7883,-62.0117,111.206,9.0942
230,0.5787,-0.4272,0.7546,-62.9883,104.126,19.043
240,0.6261,-0.2932,0.7797,-63.3545,98.3276,18.9819
250,0.6548,-0.2899,0.8328,-66.8335,94.9097,11.5967
260,0.6716,-0.3423,0.8192,-66.7725,100.0976,8.1787
270,0.6697,-0.3741,0.7583,-58.7769,109.6191,6.4087
