timestamp,aX,aY,aZ,gX,gY,gZ
0,-1.5543,0.6526,-3.4662,5.8594,-148.4375,-122.2534
10,-1.9492,0.6669,-3.6901,25.4517,-366.394,-196.8384
20,-2.693,0.3514,-3.1501,51.2695,-495.1782,-245.3003
30,-2.917,-0.1038,-2.4563,94.9097,-697.5707,-327.4536
40,-3.0859,-0.939,-1.1732,95.8862,-753.662,-337.4023
50,-3.1025,-1.0637,-0.5312,38.6963,-833.9843,-303.2837
60,-2.9564,-1.5195,1.1044,-13.4277,-863.0981,-281.0059
70,-2.5374,-2.0817,2.235,-95.2148,-889.7704,-268.7378
80,-0.9418,-3.2804,3.9999,-77.6978,-839.1113,-218.6889
90,-0.2156,-2.4149,3.9999,188.7207,-465.8203,26.9775
100,0.3157,-0.9591,3.6116,227.2949,-249.3286,23.8037
110,0.4663,-1.9946,2.7871,24.292,-100.5859,-36.7432
120,0.5964,-1.9399,2.649,-41.4429,-103.1494,-5.188
130,0.8275,-1.1617,2.4468,2.7466,-80.0171,52.4902
140,0.9008,-0.8678,2.3538,37.9639,-60.1807,57.9834
150,1.0078,-0.4283,2.3038,28.9917,-21.3623,64.5752
160,1.0449,-0.3217,2.329,-5.188,31.4941,59.6313
170,1.012,-0.33,2.276,-12.3901,67.4438,53.5889
180,0.9159,-0.3666,2.0883,-28.5645,151.6724,45.8984
190,0.6783,-0.5907,1.5183,-40.5884,187.8662,43.9453
200,0.5891,-0.7184,1.3269,-54.5654,232.1167,53.5889
210,0.4686,-0.8221,1.1262,-60.73,246.8872,62.6831
220,0.4447,-0.865,1.1204,-75.2563,271.6064,79.5288
230,0.4053,-0.8198,1.114,-73.5474,288.208,86.7309
240,0.374,-0.7676,1.0363,-61.6455,326.9653,94.1772
250,0.271,-0.6121,0.7073,-54.9316,343.4448,96.1304
260,0.2147,-0.5525,0.4957,-49.1333,365.5395,96.3135
270,0.146,-0.4839,0.1016,-51.5747,368.2251,97.1069
280,0.1393,-0.4332,-0.0144,-61.9507,352.2339,98.6328
290,0.1067,-0.3793,-0.1255,-68.2983,346.3745,96.4355
300,0.0739,-0.3777,-0.2468,-72.8149,345.7031,90.1489
310,-0.005,-0.3938,-0.5479,-70.4956,341.8579,87.8906
320,-0.0331,-0.4015,-0.7119,-70.6787,324.3408,89.5996
330,-0.0267,-0.3177,-1.0186,-75.6836,308.5937,93.1396
340,0.0071,-0.2438,-1.0822,-82.0923,261.9629,92.102
350,0.064,-0.1851,-0.9758,-75.1953,239.0747,84.8389
360,0.0698,-0.2157,-0.9313,-46.7529,212.7075,69.7021
370,0.0753,-0.2987,-0.9728,-32.8369,204.2236,67.8101
380,0.0945,-0.3198,-0.9878,-17.2119,183.2886,75.9277
390,0.1305,-0.2273,-0.9449,-11.9019,173.706,82.4585
400,0.1409,-0.1486,-0.958,0.4272,160.7056,86.792
410,0.1709,-0.0671,-0.9979,7.2021,153.3203,84.7168
420,0.1904,-0.056,-0.9945,18.5547,137.6953,83.374
430,0.2064,0.0189,-0.994,22.522,131.1646,84.4726
440,0.2052,0.062,-0.998,25.9399,119.4458,83.2519
450,0.2139,0.0632,-1.0107,26.001,113.8306,81.2988
