timestamp,aX,aY,aZ,gX,gY,gZ
0,-1.2188,0.0747,-3.9241,-5.3711,-139.3433,-87.2803
10,-1.4436,0.2087,-3.7493,12.5122,-287.0483,-101.6846
20,-1.3794,0.1501,-2.8759,79.4067,-560.3027,-155.5786
30,-0.873,-0.0754,-0.4408,115.4785,-635.6812,-181.3965
40,-0.4316,-0.3014,0.7538,170.7153,-649.5361,-238.7085
50,0.8105,-1.3157,2.9194,190.0024,-590.5762,-261.0474
60,1.4426,-1.8319,3.6458,184.3872,-335.0219,-197.4487
70,1.902,-1.6084,3.0334,133.0566,-172.6074,-109.5581
80,1.7999,-1.223,2.1167,-23.8037,27.2217,29.4189
90,1.4678,-0.5404,1.0151,-49.0723,57.6782,57.9224
100,1.3313,-0.3076,0.6353,-9.8877,86.6089,44.1894
110,1.1816,-0.3052,0.1583,15.2588,87.9517,25.8179
120,1.1427,-0.3479,0.1058,24.9023,75.5005,23.6206
130,1.0594,-0.2635,0.0945,11.5356,75.6226,35.5225
140,1.0107,-0.1851,0.0243,-21.1182,93.3227,58.2275
150,0.9189,-0.0575,-0.2043,-35.6445,100.708,64.7583
160,0.884,-0.0493,-0.3112,-58.96,105.3467,69.0918
170,0.8452,-0.1013,-0.4679,-67.627,103.5156,69.9463
180,0.8396,-0.17,-0.5474,-83.374,96.1304,73.9746
190,0.8424,-0.1752,-0.5576,-88.3179,91.5527,77.4536
200,0.8422,-0.1713,-0.5397,-89.4165,83.374,80.6885
210,0.8369,-0.223,-0.5253,-87.7075,81.543,78.3691
220,0.8046,-0.3992,-0.5599,-78.186,85.5102,75.9277
230,0.7751,-0.416,-0.5969,-57.0068,91.3086,91.0034
240,0.726,-0.2754,-0.6327,-52.4292,92.7734,99.7314
250,0.7063,-0.2009,-0.6395,-54.1382,95.52,109.0698
260,0.6663,-0.101,-0.619,-50.7202,97.0459,110.6567
270,0.636,-0.0883,-0.6337,-41.9311,106.5063,110.8398
280,0.5551,-0.0732,-0.7898,-37.7808,110.9009,111.5723
290,0.5206,-0.0477,-0.8521,-32.4707,106.9946,113.0981
300,0.4659,0.0236,-0.8706,-32.4707,102.1118,112.6099
310,0.4481,0.0649,-0.8628,-35.0342,95.52,107.9712
320,0.4259,0.1051,-0.8341,-34.1187,93.3838,103.9429
330,0.4105,0.1281,-0.7927,-28.9917,92.5293,97.9614
340,0.3529,0.1536,-0.729,-26.5503,95.459,94.8486
350,0.323,0.1365,-0.7434,-20.6299,104.6753,90.6982
360,0.2606,0.1111,-0.802,-23.3765,108.2764,91.9189
370,0.2227,0.1344,-0.8197,-36.6821,112.7319,97.4731
380,0.147,0.2187,-0.8324,-38.0249,114.624,96.4355
