timestamp,aX,aY,aZ,gX,gY,gZ
0,-2.4451,1.3429,-1.0706,-102.6001,363.0371,-159.3018
10,-3.4293,1.3732,-0.999,-96.5576,330.2002,-217.8345
20,-3.9053,1.4363,-1.2832,-109.9853,273.7427,-308.5937
30,-3.9999,1.3964,-3.0123,-166.0156,228.0273,-343.1396
40,-3.9999,1.0787,-3.9562,-421.7529,-88.0127,-354.5532
50,-3.9867,1.9807,-3.8556,-472.4731,-518.1885,-346.6797
60,-3.9957,2.8051,-2.1904,-246.8872,-1550.7811,-605.4687
70,-3.9999,-1.0469,3.2864,-106.5063,-1823.8524,-865.8447
80,-3.9999,-3.7152,3.9999,-95.7642,-1803.2836,-983.3373
90,-3.9996,-3.9999,3.9999,-228.1494,-1688.2933,-693.4203
100,-3.9998,-3.9999,3.9027,-237.4878,-1582.8246,-59.2651
110,-3.9999,-3.9279,3.9464,-111.9995,-1748.5961,-22.0947
120,-3.9999,-3.9999,3.9999,-255.9204,-1644.4701,88.4399
130,-3.9999,-3.9999,3.9999,-33.2642,-709.8388,496.8261
140,-3.9999,-3.153,3.9971,135.0098,-580.2002,553.3447
150,-3.9349,-1.3719,3.9984,160.2173,-652.1606,643.2495
160,-2.6996,1.9298,3.9999,107.5439,-592.1021,630.7373
170,-1.8413,2.1556,3.994,113.3423,-331.4819,411.1938
180,-0.995,1.114,3.1478,147.583,-228.3325,281.7383
190,-0.8616,0.7465,2.4926,48.9502,-206.4819,166.3208
200,-0.502,0.4968,2.5828,-24.4751,-219.7876,145.2637
210,-0.3403,0.3613,2.7017,-33.7524,-132.3242,105.6518
220,-0.2417,0.0891,2.2271,-7.8735,-78.064,92.4072
230,-0.1943,-0.0826,2.0981,5.7983,-28.7476,75.3784
240,-0.0518,-0.3177,2.03,5.0049,-5.0659,68.2373
250,-0.0305,-0.4019,1.7457,6.0425,61.0962,45.7764
260,-0.0278,-0.6097,0.9696,-10.0708,78.8574,39.3066
270,0.0044,-0.6782,0.7771,-64.5752,63.3545,52.124
280,0.1326,-0.6599,0.8948,-95.581,53.2837,64.6362
290,0.1771,-0.5853,0.9327,-136.5356,61.2183,80.8716
300,0.2251,-0.2882,0.722,-128.3569,68.4204,83.8623
310,0.2559,-0.097,0.5953,-84.1675,66.5283,71.167
320,0.3116,0.0574,0.4747,-49.8047,58.1665,54.1382
